http://purl.org/linked-data/sdmx/2009/dimension#refArea,Reference Area,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
http://statistics.gov.scot/id/statistical-geography/S13002559,Ballochmyle,263,237,186,201,,,,,,,400
http://statistics.gov.scot/id/statistical-geography/S13002504,Banchory and Mid Deeside,105,103,104,133,,,,,,,92
http://statistics.gov.scot/id/statistical-geography/S13002489,Banff and District,118,140,132,135,,,,,,,190
http://statistics.gov.scot/id/statistical-geography/S13002813,Bannockburn,176,158,197,174,,,,,,,219
http://statistics.gov.scot/id/statistical-geography/S13002600,"Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",42,37,28,43,,,,,,,52
http://statistics.gov.scot/id/statistical-geography/S13002578,Barrhead,241,230,195,218,,,,,,,375
http://statistics.gov.scot/id/statistical-geography/S13002827,Bathgate,196,225,212,232,,,,,,,338
http://statistics.gov.scot/id/statistical-geography/S13002563,Bearsden North,124,141,138,138,,,,,,,174
http://statistics.gov.scot/id/statistical-geography/S13002564,Bearsden South,109,103,111,146,,,,,,,211
http://statistics.gov.scot/id/statistical-geography/S13002601,Beinn na Foghla agus Uibhist a Tuath,17,34,24,24,,,,,,,39
http://statistics.gov.scot/id/statistical-geography/S13002725,Bellshill,253,250,212,278,,,,,,,335
http://statistics.gov.scot/id/statistical-geography/S13002566,Bishopbriggs North and Torrance,120,122,137,113,,,,,,,131
http://statistics.gov.scot/id/statistical-geography/S13002833,Bishopbriggs South,134,138,107,149,,,,,,,159
http://statistics.gov.scot/id/statistical-geography/S13002759,"Bishopton, Bridge of Weir & Langbank",139,116,101,119,,,,,,,177
http://statistics.gov.scot/id/statistical-geography/S13002671,Black Isle,73,86,85,100,,,,,,,107
http://statistics.gov.scot/id/statistical-geography/S13002740,Blairgowrie and Glens,122,160,102,136,,,,,,,169
http://statistics.gov.scot/id/statistical-geography/S13002801,Blantyre,232,304,280,253,,,,,,,384
http://statistics.gov.scot/id/statistical-geography/S13002609,Bo'ness and Blackness,170,182,178,180,,,,,,,223
http://statistics.gov.scot/id/statistical-geography/S13002613,Bonnybridge and Larbert,122,169,180,173,,,,,,,278
http://statistics.gov.scot/id/statistical-geography/S13002691,Bonnyrigg,160,195,190,219,,,,,,,295
http://statistics.gov.scot/id/statistical-geography/S13002802,Bothwell and Uddingston,158,183,176,188,,,,,,,184
http://statistics.gov.scot/id/statistical-geography/S13002509,Brechin and Edzell,150,135,148,141,,,,,,,173
http://statistics.gov.scot/id/statistical-geography/S13002477,Bridge of Don,188,208,201,195,,,,,,,234
http://statistics.gov.scot/id/statistical-geography/S13002821,"Broxburn, Uphall and Winchburgh",193,216,222,247,,,,,,,365
http://statistics.gov.scot/id/statistical-geography/S13002640,"Buckhaven, Methil and Wemyss Villages",394,362,364,328,,,,,,,370
http://statistics.gov.scot/id/statistical-geography/S13002698,Buckie,123,125,109,101,,,,,,,153
http://statistics.gov.scot/id/statistical-geography/S13002627,"Burntisland, Kinghorn and Western Kirkcaldy",132,122,156,172,,,,,,,251
http://statistics.gov.scot/id/statistical-geography/S13002582,"Busby, Clarkston and Eaglesham",108,107,100,108,,,,,,,156
http://statistics.gov.scot/id/statistical-geography/S13002649,Calton,453,477,487,563,,,,,,,612
http://statistics.gov.scot/id/statistical-geography/S13002800,Cambuslang East,162,181,209,179,,,,,,,256
http://statistics.gov.scot/id/statistical-geography/S13002799,Cambuslang West,155,168,151,190,,,,,,,253
http://statistics.gov.scot/id/statistical-geography/S13002565,Campsie and Kirkintilloch North,125,138,130,128,,,,,,,213
http://statistics.gov.scot/id/statistical-geography/S13002656,Canal,611,638,627,669,,,,,,,732
http://statistics.gov.scot/id/statistical-geography/S13002673,Caol and Mallaig,78,87,80,97,,,,,,,111
http://statistics.gov.scot/id/statistical-geography/S13002512,Carnoustie and District,113,144,124,157,,,,,,,186
http://statistics.gov.scot/id/statistical-geography/S13002738,Carse of Gowrie,72,100,83,107,,,,,,,137
http://statistics.gov.scot/id/statistical-geography/S13002612,"Carse, Kinnaird and Tryst",224,228,237,254,,,,,,,282
http://statistics.gov.scot/id/statistical-geography/S13002810,Castle,159,181,183,194,,,,,,,192
http://statistics.gov.scot/id/statistical-geography/S13002536,Castle Douglas and Glenkens,110,122,113,116,,,,,,,117
http://statistics.gov.scot/id/statistical-geography/S13002492,Central Buchan,171,148,152,144,,,,,,,210
http://statistics.gov.scot/id/statistical-geography/S13002593,City Centre,140,130,138,181,,,,,,,183
http://statistics.gov.scot/id/statistical-geography/S13002529,Clackmannanshire Central,99,115,90,112,,,,,,,123
http://statistics.gov.scot/id/statistical-geography/S13002531,Clackmannanshire East,54,83,71,86,,,,,,,106
http://statistics.gov.scot/id/statistical-geography/S13002528,Clackmannanshire North,91,88,65,100,,,,,,,135
http://statistics.gov.scot/id/statistical-geography/S13002530,Clackmannanshire South,90,113,129,128,,,,,,,188
http://statistics.gov.scot/id/statistical-geography/S13002527,Clackmannanshire West,113,128,109,122,,,,,,,175
http://statistics.gov.scot/id/statistical-geography/S13002818,Clydebank Central,263,274,266,273,,,,,,,373
http://statistics.gov.scot/id/statistical-geography/S13002819,Clydebank Waterfront,221,227,219,303,,,,,,,312
http://statistics.gov.scot/id/statistical-geography/S13002789,Clydesdale East,128,151,144,150,,,,,,,194
http://statistics.gov.scot/id/statistical-geography/S13002788,Clydesdale North,173,181,214,204,,,,,,,192
http://statistics.gov.scot/id/statistical-geography/S13002790,Clydesdale South,212,201,204,240,,,,,,,243
http://statistics.gov.scot/id/statistical-geography/S13002787,Clydesdale West,281,296,272,285,,,,,,,344
http://statistics.gov.scot/id/statistical-geography/S13002717,Coatbridge North and Glenboig,302,308,309,313,,,,,,,440
http://statistics.gov.scot/id/statistical-geography/S13002721,Coatbridge South,219,239,230,271,,,,,,,303
http://statistics.gov.scot/id/statistical-geography/S13002720,Coatbridge West,242,272,282,330,,,,,,,352
http://statistics.gov.scot/id/statistical-geography/S13002548,Coldside,349,381,365,339,,,,,,,406
http://statistics.gov.scot/id/statistical-geography/S13002590,Colinton / Fairmilehead,242,246,249,286,,,,,,,302
http://statistics.gov.scot/id/statistical-geography/S13002588,Corstorphine / Murrayfield,215,259,241,245,,,,,,,306
http://statistics.gov.scot/id/statistical-geography/S13002521,Cowal,123,127,135,112,,,,,,,108
http://statistics.gov.scot/id/statistical-geography/S13002625,Cowdenbeath,180,209,240,259,,,,,,,235
http://statistics.gov.scot/id/statistical-geography/S13002596,Craigentinny / Duddingston,332,348,362,402,,,,,,,399
http://statistics.gov.scot/id/statistical-geography/S13002644,Craigton,454,468,479,549,,,,,,,746
http://statistics.gov.scot/id/statistical-geography/S13002668,Cromarty Firth,114,128,147,140,,,,,,,216
http://statistics.gov.scot/id/statistical-geography/S13002679,Culloden and Ardersier,135,128,129,122,,,,,,,159
http://statistics.gov.scot/id/statistical-geography/S13002713,Cumbernauld North,136,114,145,155,,,,,,,222
http://statistics.gov.scot/id/statistical-geography/S13002714,Cumbernauld South,244,254,292,267,,,,,,,347
http://statistics.gov.scot/id/statistical-geography/S13002560,Cumnock and New Cumnock,271,264,293,267,,,,,,,383
http://statistics.gov.scot/id/statistical-geography/S13002638,Cupar,148,177,126,143,,,,,,,190
http://statistics.gov.scot/id/statistical-geography/S13002692,Dalkeith,161,161,153,163,,,,,,,235
http://statistics.gov.scot/id/statistical-geography/S13002709,Dalry and West Kilbride,130,152,161,177,,,,,,,209
http://statistics.gov.scot/id/statistical-geography/S13002535,Dee,147,153,122,132,,,,,,,145
http://statistics.gov.scot/id/statistical-geography/S13002611,Denny and Banknock,146,196,193,197,,,,,,,289
http://statistics.gov.scot/id/statistical-geography/S13002670,Dingwall and Seaforth,154,116,144,118,,,,,,,201
http://statistics.gov.scot/id/statistical-geography/S13002561,Doon Valley,216,256,299,317,,,,,,,361
http://statistics.gov.scot/id/statistical-geography/S13002585,Drum Brae / Gyle,258,260,256,296,,,,,,,381
http://statistics.gov.scot/id/statistical-geography/S13002654,Drumchapel / Anniesland,508,551,599,618,,,,,,,818
http://statistics.gov.scot/id/statistical-geography/S13002816,Dumbarton,178,208,225,272,,,,,,,360
http://statistics.gov.scot/id/statistical-geography/S13002576,Dunbar and East Linton,116,118,125,113,,,,,,,191
http://statistics.gov.scot/id/statistical-geography/S13002809,Dunblane and Bridge of Allan,158,153,163,179,,,,,,,239
http://statistics.gov.scot/id/statistical-geography/S13002620,Dunfermline Central,215,174,164,201,,,,,,,205
http://statistics.gov.scot/id/statistical-geography/S13002619,Dunfermline North,176,158,194,203,,,,,,,186
http://statistics.gov.scot/id/statistical-geography/S13002621,Dunfermline South,178,184,192,270,,,,,,,300
http://statistics.gov.scot/id/statistical-geography/S13002522,Dunoon,108,93,94,80,,,,,,,120
http://statistics.gov.scot/id/statistical-geography/S13002476,Dyce / Bucksburn / Danestone,205,204,259,217,,,,,,,283
http://statistics.gov.scot/id/statistical-geography/S13002767,East Berwickshire,106,132,117,127,,,,,,,188
http://statistics.gov.scot/id/statistical-geography/S13002658,East Centre,577,622,582,606,,,,,,,784
http://statistics.gov.scot/id/statistical-geography/S13002551,East End,321,308,286,356,,,,,,,453
http://statistics.gov.scot/id/statistical-geography/S13002500,East Garioch,64,73,65,108,,,,,,,128
http://statistics.gov.scot/id/statistical-geography/S13002794,East Kilbride Central North,230,258,242,271,,,,,,,324
http://statistics.gov.scot/id/statistical-geography/S13002793,East Kilbride Central South,159,192,200,191,,,,,,,284
http://statistics.gov.scot/id/statistical-geography/S13002796,East Kilbride East,145,122,143,132,,,,,,,175
http://statistics.gov.scot/id/statistical-geography/S13002792,East Kilbride South,172,180,233,206,,,,,,,310
http://statistics.gov.scot/id/statistical-geography/S13002795,East Kilbride West,136,127,156,159,,,,,,,265
http://statistics.gov.scot/id/statistical-geography/S13002824,East Livingston and East Calder,200,195,293,344,,,,,,,414
http://statistics.gov.scot/id/statistical-geography/S13002736,"East Mainland, South Ronaldsay and Burray",35,29,24,22,,,,,,,35
http://statistics.gov.scot/id/statistical-geography/S13002637,East Neuk and Landward,115,142,153,133,,,,,,,165
http://statistics.gov.scot/id/statistical-geography/S13002666,East Sutherland and Edderton,141,127,108,124,,,,,,,122
http://statistics.gov.scot/id/statistical-geography/S13002672,Eilean a' Chèo,146,156,135,136,,,,,,,131
http://statistics.gov.scot/id/statistical-geography/S13002701,Elgin City North,144,153,126,121,,,,,,,192
http://statistics.gov.scot/id/statistical-geography/S13002702,Elgin City South,106,159,80,106,,,,,,,141
http://statistics.gov.scot/id/statistical-geography/S13002497,Ellon and District,92,99,119,136,,,,,,,148
