http://purl.org/linked-data/sdmx/2009/dimension#refArea,Reference Area,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
http://statistics.gov.scot/id/statistical-geography/S02000716,Drumry East,64,61,55,65,72,75,89,96,93,96,127
http://statistics.gov.scot/id/statistical-geography/S02000714,Drumry West,90,87,89,105,93,81,89,86,96,94,118
http://statistics.gov.scot/id/statistical-geography/S02000411,Drylaw,93,88,83,112,91,113,97,94,94,105,103
http://statistics.gov.scot/id/statistical-geography/S02000384,Duddingston,30,32,34,41,34,29,51,44,44,35,47
http://statistics.gov.scot/id/statistical-geography/S02000184,Dumfries East,71,85,78,83,72,75,84,77,93,95,125
http://statistics.gov.scot/id/statistical-geography/S02000180,Dumfries South,65,37,31,46,34,77,55,54,69,47,71
http://statistics.gov.scot/id/statistical-geography/S02000183,Dumfries West,44,58,51,46,48,65,81,91,81,68,71
http://statistics.gov.scot/id/statistical-geography/S02001181,Dunblane East,32,24,41,52,50,35,35,38,50,33,57
http://statistics.gov.scot/id/statistical-geography/S02001180,Dunblane West,75,64,65,73,66,65,73,78,62,62,91
http://statistics.gov.scot/id/statistical-geography/S02001080,"Dundonald, Loans and Symington",57,66,71,72,75,75,76,74,72,97,102
http://statistics.gov.scot/id/statistical-geography/S02000909,Dundyvan,82,103,100,113,135,122,129,162,137,141,133
http://statistics.gov.scot/id/statistical-geography/S02000061,"Dunecht, Durris and Drumoak",35,47,35,43,34,46,41,53,43,44,46
http://statistics.gov.scot/id/statistical-geography/S02000497,Dunfermline Abbeyview North,59,59,49,67,57,59,40,65,50,45,62
http://statistics.gov.scot/id/statistical-geography/S02000494,Dunfermline Abbeyview South,50,45,57,45,49,35,49,48,41,42,47
http://statistics.gov.scot/id/statistical-geography/S02000504,Dunfermline Baldridgeburn,47,36,54,63,33,35,52,57,61,47,48
http://statistics.gov.scot/id/statistical-geography/S02000509,Dunfermline Bellyeoman,55,37,40,49,39,51,56,64,68,52,42
http://statistics.gov.scot/id/statistical-geography/S02000496,Dunfermline Brucefield,66,52,39,36,34,51,47,53,47,65,57
http://statistics.gov.scot/id/statistical-geography/S02000499,Dunfermline Central,25,28,35,33,35,26,39,35,34,36,34
http://statistics.gov.scot/id/statistical-geography/S02000493,Dunfermline East and Pitcorthie East,34,31,46,92,77,77,82,105,93,94,120
http://statistics.gov.scot/id/statistical-geography/S02000503,Dunfermline Garvock Hill,14,12,20,33,23,28,27,28,28,26,31
http://statistics.gov.scot/id/statistical-geography/S02000505,Dunfermline Headwell,62,50,72,63,62,73,69,63,69,71,61
http://statistics.gov.scot/id/statistical-geography/S02000510,Dunfermline Milesmark and Wellwood,36,30,35,43,33,37,31,33,33,38,29
http://statistics.gov.scot/id/statistical-geography/S02000492,Dunfermline Pitcorthie West,15,25,21,37,25,34,23,28,21,32,43
http://statistics.gov.scot/id/statistical-geography/S02000502,Dunfermline Touch and Woodmill,51,52,38,59,43,45,51,51,53,43,61
http://statistics.gov.scot/id/statistical-geography/S02000513,Dunfermline Townhill and Kingseat,35,41,39,43,44,58,39,55,48,42,40
http://statistics.gov.scot/id/statistical-geography/S02000479,Dunipace,30,52,57,49,60,49,65,69,45,46,57
http://statistics.gov.scot/id/statistical-geography/S02000135,Dunoon,81,51,63,50,71,55,64,66,61,52,66
http://statistics.gov.scot/id/statistical-geography/S02001046,Duns,47,42,34,40,49,43,41,55,50,57,41
http://statistics.gov.scot/id/statistical-geography/S02000328,"Dunterlie, East Arthurlie and Dovecothall",81,81,65,81,104,98,153,121,100,110,157
http://statistics.gov.scot/id/statistical-geography/S02000073,Durno-Chapel of Garioch,24,19,14,32,19,26,29,36,30,33,49
http://statistics.gov.scot/id/statistical-geography/S02000047,Dyce,64,79,82,73,74,77,83,67,71,88,84
http://statistics.gov.scot/id/statistical-geography/S02000528,Dysart,64,69,51,58,52,62,55,51,47,68,85
http://statistics.gov.scot/id/statistical-geography/S02000310,Eaglesham and Waterfoot,30,28,32,37,47,55,51,65,62,61,52
http://statistics.gov.scot/id/statistical-geography/S02000244,Earlston and Hurlford Rural,69,99,103,75,86,129,105,110,105,125,127
http://statistics.gov.scot/id/statistical-geography/S02001044,"Earlston, Lauder and Stow area",68,68,80,89,91,86,94,107,115,120,137
http://statistics.gov.scot/id/statistical-geography/S02001128,Earnock,31,22,23,31,41,32,55,33,37,29,52
http://statistics.gov.scot/id/statistical-geography/S02000056,East Cairngorms,28,26,24,32,35,32,53,33,39,24,26
http://statistics.gov.scot/id/statistical-geography/S02001213,East Calder,30,47,35,40,36,72,63,46,51,78,77
http://statistics.gov.scot/id/statistical-geography/S02000284,East Clober and Mains Estate,40,48,22,43,38,53,60,67,54,56,82
http://statistics.gov.scot/id/statistical-geography/S02000388,East Craigs,27,39,38,37,58,59,48,51,44,75,61
http://statistics.gov.scot/id/statistical-geography/S02000945,East Kirkwall,28,27,34,23,36,51,35,23,36,21,40
http://statistics.gov.scot/id/statistical-geography/S02000943,East Mainland,34,27,28,24,31,54,44,29,34,46,40
http://statistics.gov.scot/id/statistical-geography/S02001130,East Mains,59,44,53,61,50,66,51,54,54,48,51
http://statistics.gov.scot/id/statistical-geography/S02000424,East Trinity and Bonnyhaugh,53,64,51,50,51,65,52,54,69,46,70
http://statistics.gov.scot/id/statistical-geography/S02001054,East and West Mainland,26,24,19,28,30,23,34,23,25,28,40
http://statistics.gov.scot/id/statistical-geography/S02000653,Easterhouse East,59,70,62,61,91,75,62,56,83,87,84
http://statistics.gov.scot/id/statistical-geography/S02000801,Easthouses,70,55,44,65,62,69,62,58,63,67,55
http://statistics.gov.scot/id/statistical-geography/S02001115,Eddlewood,56,51,56,55,73,82,35,41,46,45,45
http://statistics.gov.scot/id/statistical-geography/S02000999,Elderslie and Phoenix,55,69,63,53,53,55,94,64,68,87,98
http://statistics.gov.scot/id/statistical-geography/S02000824,Elgin Bishopmill East and Ladyhill,39,41,35,35,38,51,45,61,47,46,60
http://statistics.gov.scot/id/statistical-geography/S02000825,Elgin Bishopmill West and Newfield,43,44,33,38,49,55,54,51,46,54,54
http://statistics.gov.scot/id/statistical-geography/S02000823,Elgin Cathedral to Ashgrove and Pinefield,63,69,57,51,65,74,70,102,84,67,78
http://statistics.gov.scot/id/statistical-geography/S02000822,Elgin Central West,31,58,24,24,26,31,32,36,20,33,40
http://statistics.gov.scot/id/statistical-geography/S02001220,Eliburn,39,51,61,88,88,83,94,91,80,113,82
http://statistics.gov.scot/id/statistical-geography/S02000564,"Elie, Colinsburgh and Largoward",15,27,41,33,25,32,32,33,22,31,36
http://statistics.gov.scot/id/statistical-geography/S02000076,Ellon East,34,30,41,41,40,44,52,28,43,35,38
http://statistics.gov.scot/id/statistical-geography/S02000077,Ellon West,38,42,47,49,53,41,49,49,42,45,58
http://statistics.gov.scot/id/statistical-geography/S02000970,Errol and Inchture,25,35,31,51,36,32,46,56,44,38,63
http://statistics.gov.scot/id/statistical-geography/S02001018,Erskine Central,69,78,62,80,55,56,54,81,85,109,139
http://statistics.gov.scot/id/statistical-geography/S02001017,Erskine East and Inchinnan,46,48,44,55,58,55,82,63,47,74,84
http://statistics.gov.scot/id/statistical-geography/S02001019,Erskine West,56,66,60,90,71,86,103,96,88,93,105
http://statistics.gov.scot/id/statistical-geography/S02000804,Eskbank,33,46,26,34,47,37,41,30,52,77,40
http://statistics.gov.scot/id/statistical-geography/S02001028,"Ettrick, Yarrow and Yair",32,35,25,32,52,47,51,62,39,40,59
http://statistics.gov.scot/id/statistical-geography/S02001049,Eyemouth,53,50,41,39,63,43,54,44,61,55,42
http://statistics.gov.scot/id/statistical-geography/S02001122,Fairhill,57,41,36,39,53,42,39,56,45,42,50
http://statistics.gov.scot/id/statistical-geography/S02000860,Fairlie and Rural,21,25,29,37,46,41,32,51,60,55,66
http://statistics.gov.scot/id/statistical-geography/S02000335,Fairmilehead,34,22,23,42,32,35,42,42,32,42,45
http://statistics.gov.scot/id/statistical-geography/S02000219,Fairmuir,67,71,96,79,89,67,78,111,93,107,88
http://statistics.gov.scot/id/statistical-geography/S02000452,Falkirk Town Centre and Callendar Park,56,40,50,55,70,71,64,83,88,102,107
http://statistics.gov.scot/id/statistical-geography/S02000567,Falkland and Freuchie,46,37,34,35,32,37,46,41,38,26,33
http://statistics.gov.scot/id/statistical-geography/S02001170,Fallin,34,41,69,40,65,75,88,81,58,59,58
http://statistics.gov.scot/id/statistical-geography/S02000895,Fallside,73,91,99,88,104,117,116,118,129,139,133
http://statistics.gov.scot/id/statistical-geography/S02000473,"Fankerton, Stoneywood and Denny Town",33,43,55,43,43,58,58,48,52,49,55
http://statistics.gov.scot/id/statistical-geography/S02001162,Farme Cross and Gallowflat North,47,39,40,54,66,49,85,78,81,88,79
http://statistics.gov.scot/id/statistical-geography/S02001204,Fauldhouse,80,67,67,79,101,110,81,96,94,90,124
http://statistics.gov.scot/id/statistical-geography/S02001146,Fernhill and Cathkin,63,69,56,65,49,69,66,86,76,88,87
http://statistics.gov.scot/id/statistical-geography/S02000343,"Ferniehill,  South Moredun and Craigour",53,87,69,70,79,100,73,73,84,84,108
http://statistics.gov.scot/id/statistical-geography/S02000016,Ferryhill North,44,45,38,45,37,37,45,44,28,44,51
http://statistics.gov.scot/id/statistical-geography/S02000010,Ferryhill South,61,56,47,62,52,60,70,59,62,42,71
http://statistics.gov.scot/id/statistical-geography/S02000053,"Fetteresso, Netherley and Catter",25,30,27,28,38,34,29,30,25,33,38
http://statistics.gov.scot/id/statistical-geography/S02000815,"Findhorn, Kinloss and Pluscarden Valley",32,32,24,37,29,35,38,35,18,23,31
http://statistics.gov.scot/id/statistical-geography/S02000661,Finnieston and Kelvinhaugh,42,63,37,49,62,68,64,43,63,61,63
http://statistics.gov.scot/id/statistical-geography/S02000229,Fintry,89,104,100,111,140,122,165,172,135,137,117
http://statistics.gov.scot/id/statistical-geography/S02000675,Firhill,50,70,62,69,64,91,86,70,78,79,93
http://statistics.gov.scot/id/statistical-geography/S02000158,"Fishcross, Devon Village and Coalsnaughton",22,22,12,29,12,31,26,26,26,25,44
http://statistics.gov.scot/id/statistical-geography/S02000173,Fleet,60,76,59,50,62,70,57,87,77,78,67
http://statistics.gov.scot/id/statistical-geography/S02000813,"Fochabers, Aultmore, Clochan and Ordiquish",21,27,33,32,12,35,31,34,19,36,38
http://statistics.gov.scot/id/statistical-geography/S02000119,Forfar Central,80,52,64,65,100,138,98,103,87,92,123
http://statistics.gov.scot/id/statistical-geography/S02000120,Forfar East,41,39,54,46,66,53,52,45,51,47,53
http://statistics.gov.scot/id/statistical-geography/S02000118,Forfar West,66,88,102,89,96,111,109,98,95,82,94
http://statistics.gov.scot/id/statistical-geography/S02000886,Forgewood,94,118,103,98,109,132,128,113,101,134,123
http://statistics.gov.scot/id/statistical-geography/S02000817,Forres Central East and seaward,45,46,44,25,45,48,33,40,51,46,38
http://statistics.gov.scot/id/statistical-geography/S02000814,Forres South West and Mannachie,54,60,55,39,49,74,65,47,69,75,69
http://statistics.gov.scot/id/statistical-geography/S02000366,Forrester Park and Broomhall,26,43,30,26,22,28,44,43,50,38,53
http://statistics.gov.scot/id/statistical-geography/S02000719,Fort William North,55,61,51,73,57,58,49,56,72,82,73
http://statistics.gov.scot/id/statistical-geography/S02000717,Fort William South,65,71,76,70,104,85,90,80,82,102,108
http://statistics.gov.scot/id/statistical-geography/S02001113,"Forth, Braehead and Auchengray",42,69,63,46,63,49,49,56,57,65,58
http://statistics.gov.scot/id/statistical-geography/S02001173,Forthside,37,39,55,66,67,68,67,78,74,60,53
http://statistics.gov.scot/id/statistical-geography/S02000103,Fraserburgh Central-Academy,49,44,38,39,56,52,62,40,57,51,56
http://statistics.gov.scot/id/statistical-geography/S02000104,Fraserburgh Harbour and Broadsea,58,65,45,81,65,64,48,63,62,67,76
http://statistics.gov.scot/id/statistical-geography/S02000102,Fraserburgh Lochpots,38,45,30,50,47,46,44,47,34,37,33
http://statistics.gov.scot/id/statistical-geography/S02000101,Fraserburgh Smiddyhill,37,36,33,40,43,44,41,46,35,37,61
http://statistics.gov.scot/id/statistical-geography/S02000122,Friockheim,58,73,66,55,89,73,66,81,69,75,70
http://statistics.gov.scot/id/statistical-geography/S02000029,"Froghall, Powis and Sunnybank",62,65,78,54,68,60,64,64,58,58,52
http://statistics.gov.scot/id/statistical-geography/S02000081,Fyvie-Rothie,22,34,27,31,27,37,24,29,29,35,41
http://statistics.gov.scot/id/statistical-geography/S02001038,Galashiels North,57,43,58,60,59,58,55,69,38,68,71
http://statistics.gov.scot/id/statistical-geography/S02001035,Galashiels South,44,64,45,49,77,50,46,69,57,51,55
http://statistics.gov.scot/id/statistical-geography/S02001037,Galashiels West,56,57,58,51,57,60,65,53,49,65,88
http://statistics.gov.scot/id/statistical-geography/S02000647,Gallowgate North and Bellgrove,54,57,69,74,81,71,77,66,68,75,84
http://statistics.gov.scot/id/statistical-geography/S02000242,Galston,72,65,59,78,71,102,84,84,83,92,88
http://statistics.gov.scot/id/statistical-geography/S02000961,Gannochy and Walnut Grove,48,53,47,58,62,60,76,58,44,49,72
http://statistics.gov.scot/id/statistical-geography/S02000096,Gardenstown and King Edward,39,41,32,35,44,51,40,57,59,54,34
http://statistics.gov.scot/id/statistical-geography/S02000143,Garelochhead,58,46,59,54,72,72,77,68,74,71,77
http://statistics.gov.scot/id/statistical-geography/S02000062,Garlogie and Elrick,22,30,53,34,31,38,28,39,43,24,45
http://statistics.gov.scot/id/statistical-geography/S02000645,Garrowhill East and Swinton,71,41,42,46,44,41,44,47,47,69,85
http://statistics.gov.scot/id/statistical-geography/S02000636,Garrowhill West,50,39,40,66,35,56,55,55,41,51,47
http://statistics.gov.scot/id/statistical-geography/S02000924,Gartcosh and Marnock,43,62,53,66,57,65,75,85,99,78,122
http://statistics.gov.scot/id/statistical-geography/S02000674,"Garthamlock, Auchinlea and Gartloch",72,58,51,77,69,77,85,83,97,76,92
http://statistics.gov.scot/id/statistical-geography/S02000008,Garthdee,77,80,72,85,98,82,90,103,133,90,84
http://statistics.gov.scot/id/statistical-geography/S02000912,Gartlea,61,69,71,74,88,91,71,95,88,99,73
http://statistics.gov.scot/id/statistical-geography/S02000024,George Street,52,83,64,65,66,73,69,64,83,67,88
http://statistics.gov.scot/id/statistical-geography/S02000181,Georgetown,39,51,27,35,36,42,54,56,46,31,39
http://statistics.gov.scot/id/statistical-geography/S02001059,Girvan Ailsa,53,77,72,70,53,70,67,83,70,73,80
http://statistics.gov.scot/id/statistical-geography/S02001058,Girvan Glendoune,64,58,54,68,48,52,48,71,55,59,84
http://statistics.gov.scot/id/statistical-geography/S02000668,Glasgow Harbour and  Partick South,35,39,37,31,30,29,41,46,52,54,54
http://statistics.gov.scot/id/statistical-geography/S02001098,"Glassford, Quarter and Allanton",31,27,38,34,31,31,33,24,30,40,36
http://statistics.gov.scot/id/statistical-geography/S02000954,"Glenfarg, Dunning and Rhynd",36,44,26,37,43,27,43,46,41,37,36
http://statistics.gov.scot/id/statistical-geography/S02000922,Glenmavis and Greengairs,56,44,40,71,75,58,63,93,81,61,74
http://statistics.gov.scot/id/statistical-geography/S02000549,Glenrothes Auchmuty,45,45,41,45,41,48,46,40,32,61,49
http://statistics.gov.scot/id/statistical-geography/S02000559,"Glenrothes Balfarg, Pitcairn and Coul",38,41,32,39,44,49,44,43,51,53,55
http://statistics.gov.scot/id/statistical-geography/S02000561,Glenrothes Balgeddie,42,29,38,33,46,37,42,30,27,53,36
http://statistics.gov.scot/id/statistical-geography/S02000556,Glenrothes Cadham and Pitcoudie,37,26,31,33,43,50,53,48,32,41,49
http://statistics.gov.scot/id/statistical-geography/S02000548,Glenrothes Caskieberran and Rimbleton,71,44,65,51,59,54,60,62,49,59,67
http://statistics.gov.scot/id/statistical-geography/S02000560,Glenrothes Collydean,39,40,40,40,38,44,41,37,41,32,53
http://statistics.gov.scot/id/statistical-geography/S02000553,Glenrothes Macedonia and Tanshall,68,67,83,76,86,60,74,56,50,63,68
http://statistics.gov.scot/id/statistical-geography/S02000544,Glenrothes Pitteuchar,62,55,55,52,52,52,73,58,50,50,63
http://statistics.gov.scot/id/statistical-geography/S02000554,Glenrothes South Parks,66,64,60,60,52,55,51,58,41,36,61
http://statistics.gov.scot/id/statistical-geography/S02000542,Glenrothes Stenton and Finglassie,59,48,45,58,49,60,64,51,34,50,65
http://statistics.gov.scot/id/statistical-geography/S02000545,Glenrothes Woodside,66,76,52,67,44,64,85,60,47,58,69
http://statistics.gov.scot/id/statistical-geography/S02000588,Glenwood North,80,66,65,79,69,100,107,104,101,140,107
http://statistics.gov.scot/id/statistical-geography/S02000585,Glenwood South,110,110,79,102,113,114,109,134,143,163,190
http://statistics.gov.scot/id/statistical-geography/S02000628,Gorbals and Hutchesontown,82,91,90,98,111,125,156,158,162,171,187
http://statistics.gov.scot/id/statistical-geography/S02000793,Gorebridge and Middleton,42,68,52,70,71,66,62,68,64,96,90
http://statistics.gov.scot/id/statistical-geography/S02000377,Gorgie East,24,17,29,18,26,39,23,24,36,23,25
http://statistics.gov.scot/id/statistical-geography/S02000373,Gorgie West,32,38,45,43,42,54,40,39,53,43,66
http://statistics.gov.scot/id/statistical-geography/S02000785,"Gourock Central, Upper East and IRH",71,79,48,47,57,67,70,70,54,74,58
http://statistics.gov.scot/id/statistical-geography/S02000787,"Gourock East, Greenock West and Lyle Road",84,63,45,64,65,86,77,68,98,88,107
http://statistics.gov.scot/id/statistical-geography/S02000786,Gourock Upper and West Central & Upper Larkfield,65,58,47,52,36,40,52,53,71,92,63
http://statistics.gov.scot/id/statistical-geography/S02000656,Govan and Linthouse,97,116,117,116,113,147,172,173,164,151,212
http://statistics.gov.scot/id/statistical-geography/S02000615,Govanhill East and Aikenhead,65,73,83,77,73,126,100,107,89,106,103
http://statistics.gov.scot/id/statistical-geography/S02000616,Govanhill West,73,88,67,91,75,86,94,99,98,104,119
http://statistics.gov.scot/id/statistical-geography/S02000333,"Gracemount, Southouse and Burdiehouse",117,121,127,131,140,117,180,133,136,152,161
http://statistics.gov.scot/id/statistical-geography/S02000460,Grahamston,59,73,50,49,40,54,59,44,46,56,47
http://statistics.gov.scot/id/statistical-geography/S02000361,Grange,35,30,34,35,37,46,62,56,52,62,58
http://statistics.gov.scot/id/statistical-geography/S02000245,"Grange, Howard and Gargieston",34,34,29,46,45,44,44,51,52,61,78
http://statistics.gov.scot/id/statistical-geography/S02000468,Grangemouth Town Centre,38,41,34,47,45,44,40,52,63,51,78
http://statistics.gov.scot/id/statistical-geography/S02000420,Great Junction Street,53,52,64,81,74,79,79,94,58,71,81
http://statistics.gov.scot/id/statistical-geography/S02000142,Greater Lochgilphead,51,51,53,59,56,51,51,56,47,48,57
http://statistics.gov.scot/id/statistical-geography/S02000354,Greendykes and Niddrie Mains,84,77,75,72,84,82,78,80,67,96,109
http://statistics.gov.scot/id/statistical-geography/S02000904,Greenend and Carnbroe,64,67,61,76,79,79,74,86,91,93,96
http://statistics.gov.scot/id/statistical-geography/S02000929,Greenfaulds,47,46,43,48,39,47,49,77,60,82,76
http://statistics.gov.scot/id/statistical-geography/S02000640,Greenfield,107,113,99,113,108,123,147,124,125,153,145
http://statistics.gov.scot/id/statistical-geography/S02001109,Greenhills,48,45,65,49,67,51,61,82,62,81,72
http://statistics.gov.scot/id/statistical-geography/S02000778,Greenock East,120,124,81,83,106,118,93,115,130,141,125
http://statistics.gov.scot/id/statistical-geography/S02000781,Greenock Town Centre and East Central,147,130,96,129,111,154,129,121,157,147,176
http://statistics.gov.scot/id/statistical-geography/S02000780,Greenock Upper Central,105,67,73,92,80,70,75,75,85,91,81
http://statistics.gov.scot/id/statistical-geography/S02000784,Greenock West and Central,73,83,69,76,71,107,94,116,98,105,120
http://statistics.gov.scot/id/statistical-geography/S02001206,Greenrigg,27,38,59,44,75,63,59,53,57,85,67
http://statistics.gov.scot/id/statistical-geography/S02000176,Gretna and Eastriggs,36,25,37,40,32,42,55,51,35,48,61
http://statistics.gov.scot/id/statistical-geography/S02000972,"Guildtown, Balbeggie and St Madoes",33,26,30,45,57,52,58,66,48,40,59
http://statistics.gov.scot/id/statistical-geography/S02001120,Hairmyres and Westwood West,36,35,43,52,42,47,50,74,53,48,80
http://statistics.gov.scot/id/statistical-geography/S02001156,"Halfway, Hallside and Drumsagard",44,42,61,57,62,92,87,75,78,60,77
http://statistics.gov.scot/id/statistical-geography/S02000446,Hallglen and Glen Village,37,46,39,43,46,60,64,55,52,61,60
http://statistics.gov.scot/id/statistical-geography/S02001139,Hamilton Centre and Low Parks,62,66,57,54,65,55,55,76,47,59,62
http://statistics.gov.scot/id/statistical-geography/S02000022,Hanover,74,99,82,81,60,84,102,99,87,69,82
http://statistics.gov.scot/id/statistical-geography/S02001101,Hareleeshill,76,69,59,75,60,88,73,85,68,65,111
http://statistics.gov.scot/id/statistical-geography/S02000280,Harestanes,57,54,66,62,51,58,52,69,71,59,69
http://statistics.gov.scot/id/statistical-geography/S02000433,Harris,18,26,19,26,36,27,25,27,28,23,23
http://statistics.gov.scot/id/statistical-geography/S02000906,Harthill and Salsburgh,94,101,90,92,113,113,128,107,130,116,119
http://statistics.gov.scot/id/statistical-geography/S02000897,Hattonrigg,65,74,60,92,74,81,90,95,89,72,114
http://statistics.gov.scot/id/statistical-geography/S02001023,Hawick Central,38,44,45,72,63,53,51,53,47,77,64
http://statistics.gov.scot/id/statistical-geography/S02001024,Hawick North,48,62,56,69,70,64,59,63,47,49,68
http://statistics.gov.scot/id/statistical-geography/S02001022,Hawick West End,64,55,41,32,46,49,56,54,42,52,67
http://statistics.gov.scot/id/statistical-geography/S02001087,Hazelbank and Kirkfieldbank,40,39,44,45,33,54,62,61,47,45,64
http://statistics.gov.scot/id/statistical-geography/S02000014,Hazlehead,43,65,60,49,71,82,75,66,57,66,74
http://statistics.gov.scot/id/statistical-geography/S02000461,Head of Muir and Dennyloanhead,14,20,21,25,38,41,32,24,24,33,40
http://statistics.gov.scot/id/statistical-geography/S02001072,Heathfield,45,46,61,63,66,56,65,59,60,69,81
http://statistics.gov.scot/id/statistical-geography/S02000034,Heathryfold and Middlefield,138,139,131,112,115,143,129,130,126,103,142
http://statistics.gov.scot/id/statistical-geography/S02000816,"Heldon West, Fogwatt to Inchberry",18,12,17,20,37,38,56,56,46,65,67
http://statistics.gov.scot/id/statistical-geography/S02000139,Helensburgh Centre,41,41,33,37,43,59,45,52,53,39,55
http://statistics.gov.scot/id/statistical-geography/S02000138,Helensburgh East,44,65,56,74,76,61,56,76,81,63,69
http://statistics.gov.scot/id/statistical-geography/S02000140,Helensburgh North,30,35,31,59,54,56,42,40,58,51,57
http://statistics.gov.scot/id/statistical-geography/S02000141,Helensburgh West and Rhu,47,61,49,68,44,55,51,49,47,45,58
http://statistics.gov.scot/id/statistical-geography/S02000414,Hermitage Park and Prospect Bank,62,55,49,82,59,63,67,61,62,68,94
http://statistics.gov.scot/id/statistical-geography/S02001140,High Blantyre,50,93,91,92,80,97,88,80,76,80,121
http://statistics.gov.scot/id/statistical-geography/S02000448,High Bonnybridge and Greenhill,15,38,45,37,38,62,55,44,45,59,70
http://statistics.gov.scot/id/statistical-geography/S02001154,High Crosshill,16,26,32,31,25,33,34,38,43,59,56
http://statistics.gov.scot/id/statistical-geography/S02001183,Highland,40,51,36,34,66,48,53,56,63,49,65
http://statistics.gov.scot/id/statistical-geography/S02000514,Hill of Beath,30,34,51,44,58,47,46,42,54,53,69
http://statistics.gov.scot/id/statistical-geography/S02000277,Hillhead,68,88,58,94,82,79,94,94,87,103,123
http://statistics.gov.scot/id/statistical-geography/S02000664,Hillhead,61,63,41,61,51,62,82,61,67,80,85
http://statistics.gov.scot/id/statistical-geography/S02001134,Hillhouse,79,60,49,59,92,84,83,66,75,80,89
http://statistics.gov.scot/id/statistical-geography/S02000639,Hillington,46,41,41,45,55,71,83,74,73,72,67
http://statistics.gov.scot/id/statistical-geography/S02000128,Hillside,23,29,36,38,54,44,49,50,41,40,53
http://statistics.gov.scot/id/statistical-geography/S02000402,Hillside and Calton Hill,29,39,41,34,52,48,42,37,35,46,52
http://statistics.gov.scot/id/statistical-geography/S02000211,Hilltown,133,135,122,118,110,79,104,102,111,98,109
http://statistics.gov.scot/id/statistical-geography/S02000969,"Hillyland, Tulloch and Inveralmond",73,79,60,76,73,88,111,105,105,107,90
http://statistics.gov.scot/id/statistical-geography/S02000033,Hilton,111,123,88,98,115,99,104,91,97,86,80
http://statistics.gov.scot/id/statistical-geography/S02001066,Holmston and Forehill,67,43,63,79,93,90,95,98,93,94,88
http://statistics.gov.scot/id/statistical-geography/S02000893,Holytown,88,79,88,90,61,96,66,89,71,67,124
http://statistics.gov.scot/id/statistical-geography/S02001226,Houston,34,25,64,83,65,77,74,64,65,56,83
http://statistics.gov.scot/id/statistical-geography/S02001012,Houston North,34,30,42,41,30,30,30,21,34,35,34
http://statistics.gov.scot/id/statistical-geography/S02001009,Houston South,25,15,24,30,25,27,32,29,24,35,28
http://statistics.gov.scot/id/statistical-geography/S02001214,Howden,54,71,101,79,109,114,87,112,104,97,108
http://statistics.gov.scot/id/statistical-geography/S02000068,Howe of Alford,57,44,35,40,39,29,43,36,51,42,79
http://statistics.gov.scot/id/statistical-geography/S02000136,Hunter's Quay,81,80,92,62,84,85,87,91,85,84,80
http://statistics.gov.scot/id/statistical-geography/S02000083,Huntly,98,103,85,83,94,90,85,64,77,61,104
http://statistics.gov.scot/id/statistical-geography/S02000359,Hutchison and Moat,61,55,70,57,82,86,92,85,86,56,78
http://statistics.gov.scot/id/statistical-geography/S02000338,Hyvots and Gilmerton Dykes,75,92,59,63,67,99,96,76,80,95,104
http://statistics.gov.scot/id/statistical-geography/S02000295,IZ Eight,67,62,70,82,85,104,90,89,93,83,88
http://statistics.gov.scot/id/statistical-geography/S02001191,IZ Eight,83,77,95,89,84,76,84,104,112,116,118
http://statistics.gov.scot/id/statistical-geography/S02000305,IZ Eighteen,29,31,37,35,39,54,57,43,35,47,55
http://statistics.gov.scot/id/statistical-geography/S02001201,IZ Eighteen,61,57,65,80,73,74,63,61,65,101,69
http://statistics.gov.scot/id/statistical-geography/S02000298,IZ Eleven,84,70,59,66,65,53,70,70,61,50,95
http://statistics.gov.scot/id/statistical-geography/S02001194,IZ Eleven,20,44,39,51,43,52,46,47,64,66,65
http://statistics.gov.scot/id/statistical-geography/S02000302,IZ Fifteen,49,48,59,48,65,47,58,61,55,65,79
http://statistics.gov.scot/id/statistical-geography/S02001198,IZ Fifteen,70,62,64,79,85,90,101,87,82,105,84
http://statistics.gov.scot/id/statistical-geography/S02000292,IZ Five,57,62,71,49,77,76,78,59,46,62,89
http://statistics.gov.scot/id/statistical-geography/S02001188,IZ Five,91,124,101,110,110,97,116,123,109,128,130
http://statistics.gov.scot/id/statistical-geography/S02000291,IZ Four,39,46,54,57,87,96,91,83,79,86,76
http://statistics.gov.scot/id/statistical-geography/S02001187,IZ Four,64,84,76,86,77,107,132,91,88,110,118
http://statistics.gov.scot/id/statistical-geography/S02000301,IZ Fourteen,37,45,37,31,42,34,38,66,58,44,48
http://statistics.gov.scot/id/statistical-geography/S02001197,IZ Fourteen,59,77,73,74,67,61,80,71,83,85,89
http://statistics.gov.scot/id/statistical-geography/S02000296,IZ Nine,73,83,94,98,111,99,77,92,95,77,61
http://statistics.gov.scot/id/statistical-geography/S02001192,IZ Nine,75,66,70,85,121,127,100,97,87,89,107
http://statistics.gov.scot/id/statistical-geography/S02000306,IZ Nineteen,40,43,41,32,39,50,51,50,50,53,62
http://statistics.gov.scot/id/statistical-geography/S02000288,IZ One,50,28,46,50,68,40,52,51,60,68,53
http://statistics.gov.scot/id/statistical-geography/S02001184,IZ One,69,65,65,87,67,65,81,97,87,100,95
