la_code,la_name,date_code,measurement,units,value,type_of_tenure,household_type,age,gender,limiting_long_term_physical_or_mental_health_condition
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,25.28,Owned Mortgage/Loan,All,All,All,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,24.59,All,All,All,Male,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.48,All,All,16-34 years,All,All
S12000035,Argyll and Bute,2014,Mean,SWEMWBS Score,25.55,All,All,35-64 years,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,23.78,All,Pensioners,All,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,24.19,All,All,16-34 years,All,All
S12000036,City of Edinburgh,2014,Mean,SWEMWBS Score,24.67,All,All,35-64 years,All,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,24.88,All,All,All,Female,All
S12000017,Highland,2014,Mean,SWEMWBS Score,24.67,Owned Mortgage/Loan,All,All,All,All
S12000038,Renfrewshire,2014,Mean,SWEMWBS Score,24.44,All,All,35-64 years,All,All
S12000036,City of Edinburgh,2014,Mean,SWEMWBS Score,24.96,All,All,16-34 years,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,25.56,All,All,All,Female,All
S12000005,Clackmannanshire,2015,Mean,SWEMWBS Score,23.96,All,All,16-64 years,All,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,23.9,All,All,16-64 years,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,25.52,Owned Outright,All,All,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,25.54,Rented,All,All,All,All
S12000042,Dundee City,2015,Mean,SWEMWBS Score,24.61,All,All,16-64 years,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,24.32,Owned Mortgage/Loan,All,All,All,All
S12000019,Midlothian,2014,Mean,SWEMWBS Score,26.12,Owned Outright,All,All,All,All
S12000018,Inverclyde,2015,Mean,SWEMWBS Score,24.03,All,All,16-64 years,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,24.06,Owned Outright,All,All,All,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,23.98,All,All,35-64 years,All,All
S12000019,Midlothian,2014,Mean,SWEMWBS Score,25.19,Rented,All,All,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,25.35,Owned Outright,All,All,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,23.87,All,Pensioners,All,All,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,24.91,All,All,16-34 years,All,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,26.13,All,All,16-64 years,All,All
S12000029,South Lanarkshire,2014,Mean,SWEMWBS Score,25.06,Owned Mortgage/Loan,All,All,All,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,23.58,All,All,All,Female,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,23.64,All,Adults,All,All,All
S12000018,Inverclyde,2014,Mean,SWEMWBS Score,24.5,Owned Mortgage/Loan,All,All,All,All
S12000029,South Lanarkshire,2014,Mean,SWEMWBS Score,24.78,Owned Outright,All,All,All,All
S12000041,Angus,2015,Mean,SWEMWBS Score,24.26,All,All,16-64 years,All,All
S12000038,Renfrewshire,2014,Mean,SWEMWBS Score,24.99,All,All,16-34 years,All,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,24.72,All,With Children,All,All,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.51,All,Pensioners,All,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,25.04,Owned Mortgage/Loan,All,All,All,All
S12000010,East Lothian,2014,Mean,SWEMWBS Score,24.49,All,All,All,Female,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.61,All,All,16-64 years,All,All
S12000020,Moray,2017,Mean,SWEMWBS Score,24.5,All,All,16-64 years,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,23.96,Rented,All,All,All,All
S12000026,Scottish Borders,2017,Mean,SWEMWBS Score,24.48,All,All,16-64 years,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,24.38,All,All,All,Male,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.15,All,Adults,All,All,All
S12000041,Angus,2015,Mean,SWEMWBS Score,24.01,All,All,All,Male,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.41,Owned Outright,All,All,All,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,23.52,Rented,All,All,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,24.41,All,All,16-34 years,All,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,24.54,All,All,16-34 years,All,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,24.36,All,All,All,Male,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,24.2,Rented,All,All,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,23.49,All,All,35-64 years,All,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,25.19,Owned Outright,All,All,All,All
S12000035,Argyll and Bute,2014,Mean,SWEMWBS Score,25.86,All,All,16-34 years,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,24.49,All,All,35-64 years,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,23.59,All,All,All,Female,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.79,All,All,All,Male,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.82,All,All,All,Male,All
S12000026,Scottish Borders,2014,Mean,SWEMWBS Score,25.93,All,All,16-34 years,All,All
S12000018,Inverclyde,2014,Mean,SWEMWBS Score,23.16,All,All,All,Female,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.67,All,All,65 years and over,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.16,Rented,All,All,All,All
S12000019,Midlothian,2014,Mean,SWEMWBS Score,25.59,All,All,All,Female,All
S12000050,North Lanarkshire,2016-2017,Mean,SWEMWBS Score,24.51,All,All,All,All,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,24.87,All,All,All,Male,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,25.44,Owned Mortgage/Loan,All,All,All,All
S12000019,Midlothian,2014,Mean,SWEMWBS Score,25.47,All,All,All,Male,All
S12000038,Renfrewshire,2014,Mean,SWEMWBS Score,25.1,Owned Mortgage/Loan,All,All,All,All
S12000050,North Lanarkshire,2014-2015,Mean,SWEMWBS Score,24.63,All,All,All,All,All
S12000045,East Dunbartonshire,2015,Mean,SWEMWBS Score,24.45,All,All,16-64 years,All,All
S12000040,West Lothian,2015,Mean,SWEMWBS Score,25.01,All,All,All,Male,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.32,All,All,16-64 years,All,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,25.08,Owned Mortgage/Loan,All,All,All,All
S12000029,South Lanarkshire,2017,Mean,SWEMWBS Score,24.74,All,All,16-64 years,All,All
S12000034,Aberdeenshire,2017,Mean,SWEMWBS Score,25.1,All,All,16-64 years,All,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,24.91,All,All,16-64 years,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,25.19,All,All,All,Male,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,24.81,All,All,16-64 years,All,All
S12000035,Argyll and Bute,2014,Mean,SWEMWBS Score,25.06,Rented,All,All,All,All
S12000050,North Lanarkshire,2015,Mean,SWEMWBS Score,24.87,All,All,16-64 years,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,25.84,All,Pensioners,All,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,24.01,All,All,All,Male,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,24.61,Owned Mortgage/Loan,All,All,All,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,24.72,Owned Outright,All,All,All,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,23.45,Rented,All,All,All,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.56,All,Adults,All,All,All
S12000039,West Dunbartonshire,2015,Mean,SWEMWBS Score,24.24,All,All,All,Female,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.15,All,All,All,Female,All
S12000029,South Lanarkshire,2014,Mean,SWEMWBS Score,24.02,All,All,35-64 years,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,24.66,All,Adults,All,All,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,25.09,All,All,35-64 years,All,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,24.99,Owned Outright,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,24.22,Owned Mortgage/Loan,All,All,All,All
S12000028,South Ayrshire,2015,Mean,SWEMWBS Score,24.05,All,All,16-64 years,All,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,23.47,Rented,All,All,All,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.51,All,All,16-64 years,All,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.45,All,All,All,Female,All
S12000028,South Ayrshire,2014,Mean,SWEMWBS Score,24.08,All,All,35-64 years,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,24.93,All,With Children,All,All,All
S12000008,East Ayrshire,2014,Mean,SWEMWBS Score,23.38,Owned Mortgage/Loan,All,All,All,All
S12000027,Shetland Islands,2014,Mean,SWEMWBS Score,25.42,All,All,16-34 years,All,All
S12000036,City of Edinburgh,2014,Mean,SWEMWBS Score,24.58,Owned Mortgage/Loan,All,All,All,All
S12000048,Perth and Kinross,2014-2017,Mean,SWEMWBS Score,24.33,All,All,All,All,All
S12000018,Inverclyde,2014,Mean,SWEMWBS Score,24.64,All,All,All,Male,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,23.01,All,All,35-64 years,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.72,Owned Outright,All,All,All,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,24.52,All,All,16-34 years,All,All
S12000029,South Lanarkshire,2014,Mean,SWEMWBS Score,23.44,Rented,All,All,All,All
S12000027,Shetland Islands,2014,Mean,SWEMWBS Score,25.37,All,All,35-64 years,All,All
S12000038,Renfrewshire,2014,Mean,SWEMWBS Score,24.47,Owned Outright,All,All,All,All
S12000050,North Lanarkshire,2016,Mean,SWEMWBS Score,24.66,All,Adults,All,All,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,24.33,Owned Mortgage/Loan,All,All,All,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,27.57,All,All,16-34 years,All,All
S12000041,Angus,2014,Mean,SWEMWBS Score,24.61,All,All,All,All,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,23.88,Owned Outright,All,All,All,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,24.3,All,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.79,All,With Children,All,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,24.75,All,All,All,Female,All
S12000026,Scottish Borders,2014,Mean,SWEMWBS Score,24.33,All,All,35-64 years,All,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,24.88,All,All,All,All,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,24.19,Owned Mortgage/Loan,All,All,All,All
S12000038,Renfrewshire,2014,Mean,SWEMWBS Score,23.7,Rented,All,All,All,All
S12000028,South Ayrshire,2014,Mean,SWEMWBS Score,23.25,All,All,16-34 years,All,All
S12000008,East Ayrshire,2014,Mean,SWEMWBS Score,24.11,Owned Outright,All,All,All,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,25.45,All,All,35-64 years,All,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,23.63,Rented,All,All,All,All
S12000049,Glasgow City,2014-2015,Mean,SWEMWBS Score,23.89,All,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.6,All,All,All,All,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,23.7,All,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.67,All,Adults,All,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,24.45,All,Adults,All,All,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,23.93,All,All,All,Female,All
S12000036,City of Edinburgh,2014,Mean,SWEMWBS Score,24.68,Rented,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.27,All,All,35-64 years,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,25.01,All,All,All,All,All
S12000035,Argyll and Bute,2014,Mean,SWEMWBS Score,25.51,All,All,All,All,All
S12000049,Glasgow City,2017,Mean,SWEMWBS Score,23.64,All,All,All,All,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,25.54,All,All,16-34 years,All,All
S12000041,Angus,2014,Mean,SWEMWBS Score,25.08,Owned Outright,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.62,All,All,All,Male,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,24.67,Owned Outright,All,All,All,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,24.85,All,All,All,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,24.81,All,All,35-64 years,All,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.46,All,All,All,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,24.47,All,All,All,All,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,22.94,Rented,All,All,All,All
S12000026,Scottish Borders,2014,Mean,SWEMWBS Score,25.13,All,All,All,Female,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,25.24,Owned Mortgage/Loan,All,All,All,All
S12000029,South Lanarkshire,2014,Mean,SWEMWBS Score,24.69,All,All,All,Female,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,24.46,Owned Mortgage/Loan,All,All,All,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,24.51,Owned Outright,All,All,All,All
S12000008,East Ayrshire,2014,Mean,SWEMWBS Score,23.48,All,All,All,All,All
S12000027,Shetland Islands,2014,Mean,SWEMWBS Score,25.7,All,All,All,Male,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,24.33,All,All,All,All,All
S12000013,Na h-Eileanan Siar,2014,Mean,SWEMWBS Score,24.07,All,All,35-64 years,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,23.66,All,All,65 years and over,All,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,26.56,All,All,All,All,All
S12000018,Inverclyde,2014,Mean,SWEMWBS Score,23.48,All,All,35-64 years,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,24.97,All,All,All,All,All
S12000028,South Ayrshire,2014,Mean,SWEMWBS Score,24.12,All,All,All,Female,All
S12000026,Scottish Borders,2014,Mean,SWEMWBS Score,24.84,All,All,All,All,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.78,Owned Outright,All,All,All,All
S12000030,Stirling,2014,Mean,SWEMWBS Score,25.19,All,All,All,All,All
S12000029,South Lanarkshire,2014,Mean,SWEMWBS Score,24.56,All,All,All,All,All
S12000019,Midlothian,2014,Mean,SWEMWBS Score,25.22,All,All,35-64 years,All,All
S12000018,Inverclyde,2014,Mean,SWEMWBS Score,24.41,All,All,16-34 years,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,24.29,All,All,35-64 years,All,All
S12000050,North Lanarkshire,2014,Mean,SWEMWBS Score,23.97,All,All,65 years and over,All,All
S12000028,South Ayrshire,2014,Mean,SWEMWBS Score,23.65,All,All,All,Male,All
S12000039,West Dunbartonshire,2014,Mean,SWEMWBS Score,24.4,All,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.15,All,Pensioners,All,All,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,24.27,All,All,35-64 years,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,25.81,All,All,16-34 years,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.23,All,All,65 years and over,All,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,23.19,All,All,16-34 years,All,All
S12000038,Renfrewshire,2014,Mean,SWEMWBS Score,24.39,All,All,All,All,All
S12000027,Shetland Islands,2014,Mean,SWEMWBS Score,25.05,All,All,All,Female,All
S12000036,City of Edinburgh,2014,Mean,SWEMWBS Score,24.83,All,All,All,All,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,24.13,All,All,16-34 years,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,25.55,All,All,16-34 years,All,All
S12000018,Inverclyde,2014,Mean,SWEMWBS Score,23.84,All,All,All,All,All
S12000050,North Lanarkshire,2016,Mean,SWEMWBS Score,24.25,All,All,65 years and over,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,24.3,All,All,All,Male,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,24.84,All,All,All,Female,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.45,All,All,16-34 years,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,23.89,All,All,65 years and over,All,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,24.72,Owned Outright,All,All,All,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,24.28,All,All,All,Female,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.56,All,Pensioners,All,All,All
S12000036,City of Edinburgh,2014,Mean,SWEMWBS Score,24.6,All,All,All,Male,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,24.06,All,All,All,All,All
S12000035,Argyll and Bute,2014,Mean,SWEMWBS Score,25.37,All,All,All,Female,All
S12000050,North Lanarkshire,2016,Mean,SWEMWBS Score,24.44,All,All,16-64 years,All,All
S12000035,Argyll and Bute,2014,Mean,SWEMWBS Score,25.66,All,All,All,Male,All
S12000049,Glasgow City,2016,Mean,SWEMWBS Score,23.67,All,All,16-64 years,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,24.62,All,All,All,Female,All
S12000034,Aberdeenshire,2014,Mean,SWEMWBS Score,24.87,All,All,All,Male,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,22.99,All,Adults,All,All,All
S12000029,South Lanarkshire,2014,Mean,SWEMWBS Score,24.43,All,All,All,Male,All
S12000010,East Lothian,2014,Mean,SWEMWBS Score,24.47,All,All,16-34 years,All,All
S12000049,Glasgow City,2017,Mean,SWEMWBS Score,23.88,Owned Mortgage/Loan,All,All,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,23.86,All,All,16-34 years,All,All
S12000039,West Dunbartonshire,2014,Mean,SWEMWBS Score,23.29,Rented,All,All,All,All
S12000011,East Renfrewshire,2014,Mean,SWEMWBS Score,25.26,All,All,35-64 years,All,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,23.81,All,All,All,Male,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,24.22,All,All,All,All,All
S12000010,East Lothian,2014,Mean,SWEMWBS Score,24.91,All,All,All,All,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,23.84,Rented,All,All,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,24.88,All,All,All,Female,All
S12000010,East Lothian,2014,Mean,SWEMWBS Score,25.43,All,All,35-64 years,All,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,24.24,All,All,16-34 years,All,All
S12000039,West Dunbartonshire,2014,Mean,SWEMWBS Score,25.2,Owned Mortgage/Loan,All,All,All,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.71,All,All,35-64 years,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,25.11,All,All,All,All,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,23,Rented,All,All,All,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,27.11,All,All,All,Male,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,25.14,Owned Mortgage/Loan,All,All,All,All
S12000020,Moray,2014,Mean,SWEMWBS Score,25.36,All,All,All,Male,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,23.83,All,All,All,All,All
S12000049,Glasgow City,2017,Mean,SWEMWBS Score,24.27,Owned Outright,All,All,All,All
S12000019,Midlothian,2014,Mean,SWEMWBS Score,25.53,All,All,All,All,All
S12000039,West Dunbartonshire,2014,Mean,SWEMWBS Score,25.06,Owned Outright,All,All,All,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,24.2,All,All,16-34 years,All,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,24.41,All,All,35-64 years,All,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,24.34,All,Pensioners,All,All,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,23.14,All,All,35-64 years,All,All
S12000008,East Ayrshire,2014,Mean,SWEMWBS Score,23.47,All,All,16-34 years,All,All
S12000049,Glasgow City,2017,Mean,SWEMWBS Score,23.44,All,Adults,All,All,All
S12000041,Angus,2014,Mean,SWEMWBS Score,24.16,Rented,All,All,All,All
S12000040,West Lothian,2014,Mean,SWEMWBS Score,24.33,All,Adults,All,All,All
S12000039,West Dunbartonshire,2014,Mean,SWEMWBS Score,23.66,All,Pensioners,All,All,All
S12000041,Angus,2014,Mean,SWEMWBS Score,24.88,All,Adults,All,All,All
S12000049,Glasgow City,2017,Mean,SWEMWBS Score,23.49,All,All,35-64 years,All,All
S12000030,Stirling,2014,Mean,SWEMWBS Score,25.75,Owned Mortgage/Loan,All,All,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.78,All,With Children,All,All,All
S12000050,North Lanarkshire,2016,Mean,SWEMWBS Score,23.37,Rented,All,All,All,All
S12000049,Glasgow City,2017,Mean,SWEMWBS Score,24,All,With Children,All,All,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,24.43,All,Pensioners,All,All,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,25.21,All,With Children,All,All,All
S12000008,East Ayrshire,2014,Mean,SWEMWBS Score,23.38,All,All,35-64 years,All,All
S12000049,Glasgow City,2017,Mean,SWEMWBS Score,23.25,Rented,All,All,All,All
S12000050,North Lanarkshire,2017,Mean,SWEMWBS Score,24.58,All,With Children,All,All,All
S12000008,East Ayrshire,2014,Mean,SWEMWBS Score,23.1,All,All,All,Female,All
S12000039,West Dunbartonshire,2014,Mean,SWEMWBS Score,24.01,All,All,35-64 years,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,24.49,Owned Mortgage/Loan,All,All,All,All
S12000042,Dundee City,2014,Mean,SWEMWBS Score,23.53,All,Adults,All,All,All
S12000030,Stirling,2014,Mean,SWEMWBS Score,24.52,Rented,All,All,All,All
