Generated by http://statistics.gov.scot,2021-01-24T15:50:43+00:00
http://statistics.gov.scot/data/hospital-admissions,Hospital Admissions
measure type,Count
Admission Type,Cancer
Age,All
Gender,All
Measure (cell values): ,Count(Admissions)

,,http://reference.data.gov.uk/id/year/2002,http://reference.data.gov.uk/id/year/2003,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2005,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2007,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012
http://statistics.gov.scot/id/statistical-geography/S02000507,Kinghorn,94,166,126,131,208,119,153,134,118,127,125
http://statistics.gov.scot/id/statistical-geography/S02000600,Kingspark North,116,101,271,169,219,190,149,144,122,151,135
http://statistics.gov.scot/id/statistical-geography/S02000595,Kingspark South,72,125,125,87,78,98,148,161,155,142,168
http://statistics.gov.scot/id/statistical-geography/S02000631,Kingston West and Dumbreck,72,93,84,104,106,103,95,90,122,103,108
http://statistics.gov.scot/id/statistical-geography/S02000035,Kingswells,48,33,64,51,53,69,85,76,71,71,97
http://statistics.gov.scot/id/statistical-geography/S02000466,Kinneil,83,65,79,61,54,26,53,49,60,75,52
http://statistics.gov.scot/id/statistical-geography/S02000642,Kinning Park and Festival Park,36,29,22,20,53,48,44,56,83,73,80
http://statistics.gov.scot/id/statistical-geography/S02000950,Kinross,77,56,95,149,129,119,106,64,53,61,68
http://statistics.gov.scot/id/statistical-geography/S02000066,Kintore and Blackburn,66,92,134,92,123,98,108,118,103,130,183
http://statistics.gov.scot/id/statistical-geography/S02000131,Kintyre Trail,149,143,174,206,197,212,318,275,198,219,166
http://statistics.gov.scot/id/statistical-geography/S02000518,Kirkcaldy Bennochy East,109,137,86,57,82,41,63,93,109,105,66
http://statistics.gov.scot/id/statistical-geography/S02000520,Kirkcaldy Bennochy West,59,117,106,131,97,67,97,83,118,106,69
http://statistics.gov.scot/id/statistical-geography/S02000516,Kirkcaldy Central,91,95,94,124,93,57,70,69,109,67,84
http://statistics.gov.scot/id/statistical-geography/S02000535,Kirkcaldy Chapel,123,104,99,72,82,71,101,143,136,143,147
http://statistics.gov.scot/id/statistical-geography/S02000533,Kirkcaldy Dunnikier,55,73,54,196,177,135,148,144,112,156,123
http://statistics.gov.scot/id/statistical-geography/S02000530,Kirkcaldy Gallatown and Sinclairtown,125,144,161,171,174,153,75,84,104,159,232
http://statistics.gov.scot/id/statistical-geography/S02000524,Kirkcaldy Hayfield and Smeaton,114,127,99,81,113,99,88,89,68,62,53
http://statistics.gov.scot/id/statistical-geography/S02000512,Kirkcaldy Linktown and Seafield,114,146,67,95,170,110,127,71,92,116,78
http://statistics.gov.scot/id/statistical-geography/S02000523,Kirkcaldy Newliston and Redcraigs,65,141,85,117,183,157,149,113,115,178,123
http://statistics.gov.scot/id/statistical-geography/S02000522,Kirkcaldy Pathhead,118,125,107,93,153,98,151,161,169,98,67
http://statistics.gov.scot/id/statistical-geography/S02000517,Kirkcaldy Raith,34,53,157,152,175,67,124,187,131,76,47
http://statistics.gov.scot/id/statistical-geography/S02000526,Kirkcaldy Templehall East,145,108,111,105,182,37,119,104,101,137,100
http://statistics.gov.scot/id/statistical-geography/S02000527,Kirkcaldy Templehall West,78,85,58,73,76,67,98,106,35,62,71
http://statistics.gov.scot/id/statistical-geography/S02000166,Kirkcudbright,210,140,115,139,127,157,163,104,116,94,104
http://statistics.gov.scot/id/statistical-geography/S02001231,Kirkhill,190,85,58,63,111,109,102,84,100,132,101
http://statistics.gov.scot/id/statistical-geography/S02000275,Kirkintilloch South,64,124,79,103,76,61,116,84,59,90,122
http://statistics.gov.scot/id/statistical-geography/S02000281,Kirkintilloch West,148,180,182,131,193,102,66,134,117,146,90
http://statistics.gov.scot/id/statistical-geography/S02000391,Kirkliston,90,72,87,109,195,212,133,92,121,146,174
http://statistics.gov.scot/id/statistical-geography/S02000165,Kirkmaiden,58,120,57,116,88,118,64,73,54,55,101
http://statistics.gov.scot/id/statistical-geography/S02001088,Kirkmuirhill and Blackwood,68,131,104,65,65,66,41,107,118,113,140
http://statistics.gov.scot/id/statistical-geography/S02000905,Kirkshaws,153,155,141,123,154,149,79,106,114,134,204
http://statistics.gov.scot/id/statistical-geography/S02000228,Kirkton,43,88,131,114,78,87,95,53,54,47,39
http://statistics.gov.scot/id/statistical-geography/S02001210,Kirkton,76,127,98,67,56,69,83,95,128,107,93
http://statistics.gov.scot/id/statistical-geography/S02000907,Kirkwood and Bargeddie,106,143,211,199,207,161,218,175,145,188,178
http://statistics.gov.scot/id/statistical-geography/S02000123,Kirriemuir,127,91,116,148,119,105,142,85,76,83,126
http://statistics.gov.scot/id/statistical-geography/S02000117,Kirriemuir Landward,55,39,63,67,71,76,46,38,49,48,30
http://statistics.gov.scot/id/statistical-geography/S02001223,Knightsridge,90,178,96,129,94,80,75,100,66,79,84
http://statistics.gov.scot/id/statistical-geography/S02000699,Knightswood East,146,200,105,136,117,94,106,92,152,144,142
http://statistics.gov.scot/id/statistical-geography/S02000698,Knightswood Park East,69,147,104,134,126,126,136,176,137,121,134
http://statistics.gov.scot/id/statistical-geography/S02000706,Knightswood Park West,172,280,212,170,196,123,132,141,184,112,151
http://statistics.gov.scot/id/statistical-geography/S02000703,Knightswood West,77,96,104,169,88,111,166,141,72,122,90
http://statistics.gov.scot/id/statistical-geography/S02000879,Ladywell,182,136,137,143,112,112,99,104,144,115,129
http://statistics.gov.scot/id/statistical-geography/S02001216,Ladywell,142,124,113,79,65,48,115,81,83,72,110
http://statistics.gov.scot/id/statistical-geography/S02001129,Laighstonehall,76,97,94,99,125,140,116,86,69,70,47
http://statistics.gov.scot/id/statistical-geography/S02001091,Lanark North East,145,132,100,77,94,37,74,89,85,104,96
http://statistics.gov.scot/id/statistical-geography/S02001090,Lanark North West,92,117,113,106,86,47,80,105,85,102,120
http://statistics.gov.scot/id/statistical-geography/S02001086,Lanark South,92,87,70,43,40,50,59,87,54,89,81
http://statistics.gov.scot/id/statistical-geography/S02000195,Langholm and Canonbie,54,19,17,26,31,76,22,30,44,34,45
http://statistics.gov.scot/id/statistical-geography/S02001036,Langlee,101,53,64,72,64,69,71,48,81,52,42
http://statistics.gov.scot/id/statistical-geography/S02000604,Langside,84,104,67,94,89,68,78,74,110,53,107
http://statistics.gov.scot/id/statistical-geography/S02000471,Larbert Village and South Broomage,71,54,71,59,74,64,96,69,44,48,36
http://statistics.gov.scot/id/statistical-geography/S02000563,Largo,205,116,140,98,118,106,118,100,114,129,120
http://statistics.gov.scot/id/statistical-geography/S02000866,Largs Central and Cumbrae,166,196,162,236,294,273,245,216,234,185,177
http://statistics.gov.scot/id/statistical-geography/S02000869,Largs North,130,166,152,178,112,152,161,124,118,119,112
http://statistics.gov.scot/id/statistical-geography/S02000868,Largs South,69,130,136,149,158,187,129,156,212,150,201
http://statistics.gov.scot/id/statistical-geography/S02001102,"Larkhall Central, Raploch, Millheugh and Burnhead",122,133,118,164,193,102,104,98,169,223,139
http://statistics.gov.scot/id/statistical-geography/S02000634,Laurieston and Tradeston,75,52,115,73,63,85,52,75,39,85,64
http://statistics.gov.scot/id/statistical-geography/S02000450,Laurieston and Westquarter,61,64,102,70,65,68,63,51,54,43,92
http://statistics.gov.scot/id/statistical-geography/S02000209,Law,121,138,114,101,102,163,109,72,65,75,66
http://statistics.gov.scot/id/statistical-geography/S02001107,Law,85,54,45,99,112,102,111,56,85,142,168
http://statistics.gov.scot/id/statistical-geography/S02000426,Leith Docks,95,64,52,46,51,42,117,187,152,134,167
http://statistics.gov.scot/id/statistical-geography/S02000287,Lennoxtown,92,101,105,113,147,181,152,114,171,203,157
http://statistics.gov.scot/id/statistical-geography/S02000270,Lenzie North,158,179,165,150,250,179,160,186,229,296,225
http://statistics.gov.scot/id/statistical-geography/S02000267,Lenzie South,56,35,110,186,146,157,98,94,114,136,182
http://statistics.gov.scot/id/statistical-geography/S02001052,Lerwick North,90,40,71,154,133,108,78,90,133,142,101
http://statistics.gov.scot/id/statistical-geography/S02001051,Lerwick South,60,63,86,84,26,64,88,99,94,92,110
http://statistics.gov.scot/id/statistical-geography/S02000551,Leslie and Newcastle,175,126,205,180,192,180,112,95,81,132,225
http://statistics.gov.scot/id/statistical-geography/S02001084,Lesmahagow,105,106,88,70,81,97,68,159,83,106,68
http://statistics.gov.scot/id/statistical-geography/S02000965,Letham,138,153,152,151,113,126,125,85,61,67,80
http://statistics.gov.scot/id/statistical-geography/S02000116,Letham and Glamis,78,86,105,142,111,146,158,84,77,68,71
http://statistics.gov.scot/id/statistical-geography/S02000580,Leuchars and Guardbridge,25,16,17,33,60,51,51,51,25,26,13
http://statistics.gov.scot/id/statistical-geography/S02000566,Leven East and Bonnybank,111,114,81,65,105,116,109,138,62,143,102
http://statistics.gov.scot/id/statistical-geography/S02000555,Leven North,50,113,74,119,113,168,137,106,60,62,118
http://statistics.gov.scot/id/statistical-geography/S02000552,Leven West,60,73,102,75,55,71,66,92,144,80,81
http://statistics.gov.scot/id/statistical-geography/S02000826,"Lhanbryde, Urquhart, Pitgavney and seaward",42,66,137,87,74,78,90,95,50,53,54
http://statistics.gov.scot/id/statistical-geography/S02000342,Liberton East,74,147,149,84,126,59,128,85,146,69,68
http://statistics.gov.scot/id/statistical-geography/S02000346,Liberton West,128,182,218,104,106,174,87,89,82,70,94
http://statistics.gov.scot/id/statistical-geography/S02000187,Lincluden and Lochside,92,89,119,112,115,84,54,79,67,83,81
http://statistics.gov.scot/id/statistical-geography/S02000221,Linlathen and Midcraigie,87,98,136,124,109,84,64,66,74,82,73
http://statistics.gov.scot/id/statistical-geography/S02001235,Linlithgow Bridge,102,63,42,73,111,77,58,110,85,91,83
http://statistics.gov.scot/id/statistical-geography/S02001234,Linlithgow North,53,110,118,89,79,71,88,97,121,117,134
http://statistics.gov.scot/id/statistical-geography/S02001232,Linlithgow South,78,184,140,136,89,124,109,135,163,193,226
http://statistics.gov.scot/id/statistical-geography/S02001006,Linwood North,161,186,56,99,110,110,134,181,151,163,178
http://statistics.gov.scot/id/statistical-geography/S02001005,Linwood South,144,156,127,150,152,177,166,240,244,245,174
http://statistics.gov.scot/id/statistical-geography/S02001111,Little Earnock,59,54,60,85,130,101,115,126,87,55,88
http://statistics.gov.scot/id/statistical-geography/S02000803,Loanhead,130,128,263,297,145,160,118,170,128,122,177
http://statistics.gov.scot/id/statistical-geography/S02000147,Loch Awe,53,66,110,154,158,63,85,84,71,80,88
http://statistics.gov.scot/id/statistical-geography/S02000722,Loch Ness,84,81,92,117,87,118,103,135,233,160,183
http://statistics.gov.scot/id/statistical-geography/S02000720,Lochaber East and North,138,140,135,103,130,153,175,151,104,162,165
http://statistics.gov.scot/id/statistical-geography/S02000718,Lochaber West,125,94,96,134,137,111,175,145,166,193,195
http://statistics.gov.scot/id/statistical-geography/S02000725,Lochalsh,48,41,47,65,46,89,69,69,52,67,68
http://statistics.gov.scot/id/statistical-geography/S02000188,Locharbriggs,39,60,52,31,39,43,64,36,50,36,49
http://statistics.gov.scot/id/statistical-geography/S02000214,Lochee,251,153,180,147,114,134,88,122,103,75,116
http://statistics.gov.scot/id/statistical-geography/S02000529,Lochgelly East,123,172,181,118,128,160,152,143,138,130,144
http://statistics.gov.scot/id/statistical-geography/S02000525,Lochgelly West and Lumphinnans,127,122,189,49,65,123,181,106,126,163,140
http://statistics.gov.scot/id/statistical-geography/S02000443,"Lochgreen, Lionthorn and Prospecthill",99,59,69,66,78,55,89,78,61,34,78
http://statistics.gov.scot/id/statistical-geography/S02000192,Lochmaben and Parkgate,82,63,59,101,74,83,77,57,60,57,55
http://statistics.gov.scot/id/statistical-geography/S02000536,Lochore and Crosshill,121,136,65,47,99,98,89,55,79,59,111
http://statistics.gov.scot/id/statistical-geography/S02001070,"Lochside, Braehead and Whitletts",214,204,127,150,141,169,137,108,147,76,89
http://statistics.gov.scot/id/statistical-geography/S02000983,Lochwinnoch,102,113,69,98,71,88,58,48,61,103,80
http://statistics.gov.scot/id/statistical-geography/S02000194,Lockerbie and Mid Annandale,149,133,140,138,102,134,93,94,98,102,96
http://statistics.gov.scot/id/statistical-geography/S02001177,Logie,24,23,25,45,30,31,31,40,31,27,34
http://statistics.gov.scot/id/statistical-geography/S02000202,Logie and Blackness,141,105,92,80,145,114,163,89,79,43,71
http://statistics.gov.scot/id/statistical-geography/S02000144,Lomond Shore,154,95,95,163,110,108,141,153,134,160,208
http://statistics.gov.scot/id/statistical-geography/S02000092,Longside and Rattray,72,65,82,53,89,92,75,123,88,83,94
http://statistics.gov.scot/id/statistical-geography/S02000356,Longstone and Saughton Mains,84,68,57,77,111,167,124,96,58,125,130
http://statistics.gov.scot/id/statistical-geography/S02000409,Lorne,131,175,73,77,62,87,107,40,76,132,132
http://statistics.gov.scot/id/statistical-geography/S02000830,Lossiemouth East and Seatown,65,73,40,80,81,76,82,64,46,80,114
http://statistics.gov.scot/id/statistical-geography/S02000831,Lossiemouth West,62,35,12,29,61,66,53,31,35,46,44
http://statistics.gov.scot/id/statistical-geography/S02001151,Low Blantyre and Bardykes,43,63,81,86,72,82,94,128,74,54,79
http://statistics.gov.scot/id/statistical-geography/S02001119,Low Waters,57,49,94,78,85,81,82,171,79,61,57
http://statistics.gov.scot/id/statistical-geography/S02000178,Lower Annandale and South East Dumfries,130,163,161,74,103,128,66,68,85,94,77
http://statistics.gov.scot/id/statistical-geography/S02000783,"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",208,235,229,111,127,161,123,117,142,143,145
http://statistics.gov.scot/id/statistical-geography/S02000191,Lower Nithsdale,98,51,124,73,62,74,53,74,66,36,49
http://statistics.gov.scot/id/statistical-geography/S02000323,Lower Whitecraigs and South Giffnock,71,96,60,77,99,101,92,95,179,173,98
http://statistics.gov.scot/id/statistical-geography/S02000121,Lunan,34,59,68,46,50,77,64,60,32,31,38
http://statistics.gov.scot/id/statistical-geography/S02000974,Luncarty and Dunkeld,119,112,123,140,149,78,126,71,68,86,88
http://statistics.gov.scot/id/statistical-geography/S02000100,Macduff,81,35,62,82,96,80,100,75,72,100,105
http://statistics.gov.scot/id/statistical-geography/S02000164,Machars South,129,135,130,123,89,102,67,98,70,55,90
http://statistics.gov.scot/id/statistical-geography/S02000442,Maddiston and Rumford,70,50,47,63,61,55,49,23,52,61,68
http://statistics.gov.scot/id/statistical-geography/S02000374,Marchmont East and Sciennes,70,127,77,78,67,115,76,60,49,58,57
http://statistics.gov.scot/id/statistical-geography/S02000371,Marchmont West,120,52,26,25,52,56,58,45,39,70,48
http://statistics.gov.scot/id/statistical-geography/S02000562,Markinch and Star,48,66,154,116,76,98,67,115,88,118,118
http://statistics.gov.scot/id/statistical-geography/S02000704,Maryhill East,67,115,113,97,93,76,81,102,130,127,78
http://statistics.gov.scot/id/statistical-geography/S02000700,Maryhill West,59,78,79,76,100,124,101,61,90,66,79
http://statistics.gov.scot/id/statistical-geography/S02000025,Mastrick,87,99,71,106,106,63,99,108,74,82,79
http://statistics.gov.scot/id/statistical-geography/S02000239,Mauchline,154,117,171,176,165,156,149,119,174,138,137
http://statistics.gov.scot/id/statistical-geography/S02000235,Mauchline Rural,111,123,131,176,182,220,193,158,142,161,164
http://statistics.gov.scot/id/statistical-geography/S02000612,Maxwell Park,86,124,124,128,176,219,187,235,232,221,170
http://statistics.gov.scot/id/statistical-geography/S02001061,Maybole,64,180,217,163,172,131,171,108,131,117,138
http://statistics.gov.scot/id/statistical-geography/S02000799,Mayfield,104,140,172,148,97,126,184,212,232,155,212
http://statistics.gov.scot/id/statistical-geography/S02000379,Meadows,66,57,77,93,43,103,92,101,80,81,94
http://statistics.gov.scot/id/statistical-geography/S02000050,Mearns North and Inverbervie,71,116,85,70,87,70,91,73,106,66,81
http://statistics.gov.scot/id/statistical-geography/S02000048,Mearns South and Benholm,64,48,92,41,55,106,103,87,76,66,80
http://statistics.gov.scot/id/statistical-geography/S02000313,"Mearns Village, Westacres and Greenfarm",153,168,110,121,156,131,117,133,128,125,188
http://statistics.gov.scot/id/statistical-geography/S02000049,Mearns and Laurencekirk,53,61,57,70,66,77,117,83,110,77,107
http://statistics.gov.scot/id/statistical-geography/S02000311,Mearnskirk and South Kirkhill,171,170,205,191,191,171,163,199,209,205,232
http://statistics.gov.scot/id/statistical-geography/S02001033,Melrose and Tweedbank area,185,115,104,147,141,189,188,188,182,170,157
http://statistics.gov.scot/id/statistical-geography/S02000160,Menstrie,62,37,55,43,79,37,46,49,93,49,44
http://statistics.gov.scot/id/statistical-geography/S02000205,Menzieshill,85,117,113,80,78,61,76,36,68,87,46
http://statistics.gov.scot/id/statistical-geography/S02000360,Merchiston and Greenhill,71,56,79,91,50,148,91,146,149,124,164
http://statistics.gov.scot/id/statistical-geography/S02000467,Merchiston and New Carron Village,31,44,58,62,110,52,41,26,40,63,41
http://statistics.gov.scot/id/statistical-geography/S02000326,Merrylee and Braidbar,136,193,180,155,135,166,152,212,208,195,217
http://statistics.gov.scot/id/statistical-geography/S02000598,Merrylee and Millbrae,129,91,89,84,87,102,133,94,113,104,129
http://statistics.gov.scot/id/statistical-geography/S02001106,Merryton and Meadowhill,43,59,73,82,96,125,118,85,82,114,106
http://statistics.gov.scot/id/statistical-geography/S02000541,Methil Denbeath,83,74,91,98,99,103,46,73,52,137,134
http://statistics.gov.scot/id/statistical-geography/S02000546,Methil East,93,75,104,59,111,101,149,82,125,155,110
http://statistics.gov.scot/id/statistical-geography/S02000547,Methil Methilhill,136,177,79,89,105,83,82,105,65,94,99
http://statistics.gov.scot/id/statistical-geography/S02000543,Methil West,36,70,57,34,67,84,105,73,52,61,65
http://statistics.gov.scot/id/statistical-geography/S02000145,Mid Argyll,103,131,119,147,173,137,121,105,95,113,198
http://statistics.gov.scot/id/statistical-geography/S02000196,Mid Nithsdale,71,129,113,110,85,99,76,71,114,56,70
http://statistics.gov.scot/id/statistical-geography/S02000462,Middlefield,128,175,88,87,102,70,54,49,27,35,33
http://statistics.gov.scot/id/statistical-geography/S02000023,Midstocket,109,101,89,84,82,79,65,85,115,120,115
http://statistics.gov.scot/id/statistical-geography/S02000951,Milnathort and Crook of Devon,87,61,61,80,88,118,136,57,31,62,50
http://statistics.gov.scot/id/statistical-geography/S02000890,Milnwood,114,81,54,141,83,120,119,90,87,161,106
http://statistics.gov.scot/id/statistical-geography/S02000708,Milton East,82,171,130,127,96,122,86,142,151,138,105
http://statistics.gov.scot/id/statistical-geography/S02000701,Milton West,129,90,173,133,186,237,140,196,167,133,193
http://statistics.gov.scot/id/statistical-geography/S02000286,Milton of Campsie,49,84,126,76,119,166,158,252,199,164,182
http://statistics.gov.scot/id/statistical-geography/S02000090,Mintlaw,45,58,19,18,49,23,56,45,60,49,48
http://statistics.gov.scot/id/statistical-geography/S02000197,Moffat and Eskdalemuir,117,107,139,175,149,142,81,58,86,60,88
http://statistics.gov.scot/id/statistical-geography/S02000959,Moncrieffe and Friarton,100,106,112,71,83,104,119,77,74,57,58
http://statistics.gov.scot/id/statistical-geography/S02000106,Monifieth East,111,124,94,141,125,88,107,69,74,106,109
http://statistics.gov.scot/id/statistical-geography/S02000105,Monifieth West,114,45,78,69,53,69,80,112,47,52,39
http://statistics.gov.scot/id/statistical-geography/S02000109,Monikie,68,57,67,63,49,50,122,50,42,54,59
http://statistics.gov.scot/id/statistical-geography/S02000125,Montrose North,138,81,98,112,121,130,129,87,51,43,36
http://statistics.gov.scot/id/statistical-geography/S02000124,Montrose South,169,142,135,126,132,110,115,57,53,70,62
http://statistics.gov.scot/id/statistical-geography/S02000927,Moodiesburn East,55,67,47,63,70,68,51,56,79,152,151
http://statistics.gov.scot/id/statistical-geography/S02000926,Moodiesburn West,66,97,132,66,118,102,105,129,165,245,150
http://statistics.gov.scot/id/statistical-geography/S02000171,Moors,132,66,60,119,88,92,52,57,77,87,91
http://statistics.gov.scot/id/statistical-geography/S02000345,Moredun,94,79,118,92,77,147,138,134,94,96,116
http://statistics.gov.scot/id/statistical-geography/S02000357,Morningside,109,132,153,142,145,151,207,170,160,76,143
http://statistics.gov.scot/id/statistical-geography/S02000334,Mortonhall,181,139,85,129,104,89,104,123,116,106,196
http://statistics.gov.scot/id/statistical-geography/S02001110,Mossneuk and Newlandsmuir,72,52,83,63,63,62,96,87,22,53,42
http://statistics.gov.scot/id/statistical-geography/S02000621,Mosspark,154,188,121,127,163,185,169,211,215,155,193
http://statistics.gov.scot/id/statistical-geography/S02000821,"Mosstodloch, Portgordon and seaward",106,100,88,111,138,107,73,97,71,98,111
http://statistics.gov.scot/id/statistical-geography/S02000883,Motherwell North,74,58,61,70,83,80,92,48,63,79,73
http://statistics.gov.scot/id/statistical-geography/S02000881,Motherwell South,193,97,215,154,133,110,107,166,89,92,131
http://statistics.gov.scot/id/statistical-geography/S02000882,Motherwell West,114,140,63,79,69,85,96,119,129,69,80
http://statistics.gov.scot/id/statistical-geography/S02000603,Mount Florida,82,145,147,134,188,122,131,151,128,118,104
http://statistics.gov.scot/id/statistical-geography/S02000623,Mount Vernon North and Sandyhills,97,81,124,172,143,149,122,130,182,151,169
http://statistics.gov.scot/id/statistical-geography/S02000395,Mountcastle,63,50,65,148,149,121,103,71,92,131,110
http://statistics.gov.scot/id/statistical-geography/S02000593,Muirend and Old Cathcart,157,134,178,124,97,228,248,209,199,198,238
http://statistics.gov.scot/id/statistical-geography/S02001078,Muirhead,192,236,187,178,116,155,141,105,115,176,200
http://statistics.gov.scot/id/statistical-geography/S02000419,Muirhouse,114,103,93,71,67,103,165,116,158,144,125
http://statistics.gov.scot/id/statistical-geography/S02000876,Muirhouse and Knowetop,152,137,168,225,202,157,166,206,109,216,301
http://statistics.gov.scot/id/statistical-geography/S02000967,Muirton,72,163,180,114,59,67,111,33,23,32,21
http://statistics.gov.scot/id/statistical-geography/S02000151,"Mull, Iona, Coll and Tiree",64,98,85,149,105,105,86,78,76,66,82
http://statistics.gov.scot/id/statistical-geography/S02001208,Murieston,28,58,122,83,101,96,61,61,43,63,24
http://statistics.gov.scot/id/statistical-geography/S02000390,Murrayfield and Ravelston,160,92,133,116,117,174,199,103,239,304,366
http://statistics.gov.scot/id/statistical-geography/S02000952,"Muthill, Greenloaning and Gleneagles",61,86,78,103,38,106,83,44,24,33,33
http://statistics.gov.scot/id/statistical-geography/S02000750,Nairn East,77,84,59,76,73,125,76,115,147,145,80
http://statistics.gov.scot/id/statistical-geography/S02000738,Nairn Rural,123,86,60,65,79,119,116,150,154,133,136
http://statistics.gov.scot/id/statistical-geography/S02000749,Nairn West,146,117,118,102,168,206,178,145,143,144,164
http://statistics.gov.scot/id/statistical-geography/S02001114,Nerston and EK Landward Area,111,115,181,80,114,116,139,133,88,80,66
http://statistics.gov.scot/id/statistical-geography/S02000325,Netherlee,103,159,184,144,124,147,146,180,149,108,137
http://statistics.gov.scot/id/statistical-geography/S02000469,Nethermains,104,67,101,71,78,67,57,44,62,68,41
http://statistics.gov.scot/id/statistical-geography/S02000874,Netherton and Kirkhill,131,141,123,204,163,141,126,110,114,147,144
http://statistics.gov.scot/id/statistical-geography/S02000175,New Abbey,74,104,105,119,84,76,59,59,76,87,48
http://statistics.gov.scot/id/statistical-geography/S02000232,New Cumnock,131,139,87,165,110,130,99,94,151,112,108
http://statistics.gov.scot/id/statistical-geography/S02000819,New Elgin East,55,32,39,28,49,44,60,47,43,55,54
http://statistics.gov.scot/id/statistical-geography/S02000818,New Elgin West,95,89,67,65,53,84,49,34,39,72,56
http://statistics.gov.scot/id/statistical-geography/S02000251,New Farm Loch South,106,130,54,103,121,170,76,107,165,57,84
http://statistics.gov.scot/id/statistical-geography/S02000094,New Pitsligo,69,35,27,26,26,48,86,70,69,44,58
http://statistics.gov.scot/id/statistical-geography/S02000405,New Town East,54,41,73,16,57,56,58,56,87,115,124
http://statistics.gov.scot/id/statistical-geography/S02000398,New Town West,133,271,104,145,131,177,178,283,228,109,176
http://statistics.gov.scot/id/statistical-geography/S02000891,Newarthill,88,82,109,88,47,111,135,145,120,132,80
http://statistics.gov.scot/id/statistical-geography/S02000796,Newbattle and Dalhousie,109,84,82,158,48,88,106,224,175,149,147
http://statistics.gov.scot/id/statistical-geography/S02000579,Newburgh,48,86,89,119,69,80,43,37,61,42,41
http://statistics.gov.scot/id/statistical-geography/S02001021,Newcastleton and Teviot area,67,100,155,157,135,114,64,72,112,97,114
http://statistics.gov.scot/id/statistical-geography/S02000463,Newlands,80,101,152,83,92,113,60,78,81,76,99
http://statistics.gov.scot/id/statistical-geography/S02000596,Newlands,90,134,107,136,182,112,102,127,172,154,163
http://statistics.gov.scot/id/statistical-geography/S02000070,Newmachar and Fintray,53,70,47,72,71,48,35,60,59,57,103
http://statistics.gov.scot/id/statistical-geography/S02000875,Newmains,115,106,94,176,141,124,132,174,156,190,187
http://statistics.gov.scot/id/statistical-geography/S02000246,Newmilns,133,132,147,137,138,157,85,124,132,117,103
http://statistics.gov.scot/id/statistical-geography/S02000582,Newport and Wormit,120,94,92,84,71,63,84,84,43,73,71
http://statistics.gov.scot/id/statistical-geography/S02001071,Newton North,167,208,196,162,123,132,191,199,197,170,164
http://statistics.gov.scot/id/statistical-geography/S02000798,Newtongrange,110,67,109,132,69,81,115,115,156,123,54
http://statistics.gov.scot/id/statistical-geography/S02000055,Newtonhill,47,28,15,35,26,55,76,42,60,52,81
http://statistics.gov.scot/id/statistical-geography/S02000457,Newtown,61,62,54,57,126,97,52,56,43,40,36
http://statistics.gov.scot/id/statistical-geography/S02000362,Niddrie,30,28,103,85,78,57,63,120,115,127,85
http://statistics.gov.scot/id/statistical-geography/S02000186,Nithside and Nunholm,89,51,117,146,123,82,68,85,75,77,81
http://statistics.gov.scot/id/statistical-geography/S02000597,Nitshill,232,209,229,140,132,174,145,167,197,114,118
http://statistics.gov.scot/id/statistical-geography/S02000652,North Barlanark and Easterhouse South,74,73,106,116,88,69,75,66,84,26,35
http://statistics.gov.scot/id/statistical-geography/S02000477,North Broomage and Inches,36,65,76,63,68,47,33,49,34,48,48
http://statistics.gov.scot/id/statistical-geography/S02000276,North Castlehill and Thorn,81,147,137,110,78,149,169,240,137,93,89
http://statistics.gov.scot/id/statistical-geography/S02000327,North Giffnock and North Thornliebank,127,117,106,148,108,97,130,180,145,88,157
http://statistics.gov.scot/id/statistical-geography/S02000795,North Gorebridge,102,59,86,129,74,59,87,119,103,84,74
http://statistics.gov.scot/id/statistical-geography/S02000683,North Kelvin,102,62,58,97,79,46,70,100,127,122,101
http://statistics.gov.scot/id/statistical-geography/S02000312,North Kirkhill,70,100,92,97,140,77,57,82,107,133,213
http://statistics.gov.scot/id/statistical-geography/S02000427,North Leith and Newhaven,83,137,117,150,112,72,143,186,172,207,166
http://statistics.gov.scot/id/statistical-geography/S02001055,North Mainland,38,68,50,28,45,58,83,79,75,58,49
http://statistics.gov.scot/id/statistical-geography/S02000971,North Muirton and Old Scone,98,81,84,136,80,111,102,46,57,39,46
http://statistics.gov.scot/id/statistical-geography/S02000481,North Queensferry and Inverkeithing West,79,81,139,109,59,100,90,84,108,70,93
http://statistics.gov.scot/id/statistical-geography/S02000809,North Speyside,87,81,78,57,69,66,34,59,70,143,171
http://statistics.gov.scot/id/statistical-geography/S02001056,North and East Isles,55,67,102,92,84,81,80,73,84,74,94
http://statistics.gov.scot/id/statistical-geography/S02000257,Northern and Irvine Valley Rural,90,145,202,215,141,155,139,200,164,150,177
http://statistics.gov.scot/id/statistical-geography/S02000031,Northfield,106,81,78,78,75,113,90,52,75,74,78
http://statistics.gov.scot/id/statistical-geography/S02000392,Northfield,82,81,114,47,83,131,108,119,163,116,108
