Generated by http://statistics.gov.scot,2021-01-24T15:50:43+00:00
http://statistics.gov.scot/data/hospital-admissions,Hospital Admissions
measure type,Count
Admission Type,Cancer
Age,All
Gender,All
Measure (cell values): ,Count(Admissions)

,,http://reference.data.gov.uk/id/year/2002,http://reference.data.gov.uk/id/year/2003,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2005,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2007,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012
http://statistics.gov.scot/id/statistical-geography/S01001105,S01001105,9,61,21,13,17,15,36,9,5,6,18
http://statistics.gov.scot/id/statistical-geography/S01001106,S01001106,12,38,47,57,62,24,5,2,8,4,10
http://statistics.gov.scot/id/statistical-geography/S01001107,S01001107,54,30,21,28,42,17,38,11,17,14,14
http://statistics.gov.scot/id/statistical-geography/S01001108,S01001108,3,22,2,35,8,1,3,7,5,12,15
http://statistics.gov.scot/id/statistical-geography/S01001109,S01001109,6,12,6,6,1,6,19,9,11,0,1
http://statistics.gov.scot/id/statistical-geography/S01001110,S01001110,19,9,0,3,3,1,25,26,20,3,13
http://statistics.gov.scot/id/statistical-geography/S01001111,S01001111,31,9,4,12,16,2,7,1,2,7,2
http://statistics.gov.scot/id/statistical-geography/S01001112,S01001112,6,22,29,52,15,58,22,27,11,13,16
http://statistics.gov.scot/id/statistical-geography/S01001113,S01001113,43,15,8,13,37,7,10,6,7,11,15
http://statistics.gov.scot/id/statistical-geography/S01001114,S01001114,20,6,27,21,19,4,14,4,7,11,7
http://statistics.gov.scot/id/statistical-geography/S01001115,S01001115,27,41,45,5,15,18,12,6,10,12,13
http://statistics.gov.scot/id/statistical-geography/S01001116,S01001116,12,8,20,21,18,6,18,4,20,13,7
http://statistics.gov.scot/id/statistical-geography/S01001117,S01001117,11,24,16,30,12,19,3,6,3,7,5
http://statistics.gov.scot/id/statistical-geography/S01001118,S01001118,10,3,3,4,6,14,13,20,13,7,6
http://statistics.gov.scot/id/statistical-geography/S01001119,S01001119,28,31,46,27,64,73,48,13,17,26,17
http://statistics.gov.scot/id/statistical-geography/S01001120,S01001120,8,6,19,9,14,11,20,7,10,19,6
http://statistics.gov.scot/id/statistical-geography/S01001121,S01001121,39,8,2,20,2,13,24,6,1,15,4
http://statistics.gov.scot/id/statistical-geography/S01001122,S01001122,3,7,5,2,1,2,8,8,4,2,3
http://statistics.gov.scot/id/statistical-geography/S01001123,S01001123,17,43,42,19,63,43,38,16,16,10,17
http://statistics.gov.scot/id/statistical-geography/S01001124,S01001124,21,32,24,21,25,9,16,14,18,19,6
http://statistics.gov.scot/id/statistical-geography/S01001125,S01001125,7,4,16,11,6,3,9,2,5,7,3
http://statistics.gov.scot/id/statistical-geography/S01001126,S01001126,35,25,11,36,11,30,29,22,3,23,9
http://statistics.gov.scot/id/statistical-geography/S01001127,S01001127,12,19,17,14,31,13,24,12,8,19,12
http://statistics.gov.scot/id/statistical-geography/S01001128,S01001128,22,15,5,4,14,7,14,7,3,8,7
http://statistics.gov.scot/id/statistical-geography/S01001129,S01001129,19,33,25,13,10,19,6,11,15,7,4
http://statistics.gov.scot/id/statistical-geography/S01001130,S01001130,11,22,32,19,21,9,21,9,11,14,15
http://statistics.gov.scot/id/statistical-geography/S01001131,S01001131,10,11,6,12,31,15,6,11,6,2,9
http://statistics.gov.scot/id/statistical-geography/S01001132,S01001132,5,10,20,14,13,3,23,16,10,10,4
http://statistics.gov.scot/id/statistical-geography/S01001133,S01001133,17,28,24,28,32,15,27,31,16,12,14
http://statistics.gov.scot/id/statistical-geography/S01001134,S01001134,7,4,9,18,24,34,49,24,16,9,13
http://statistics.gov.scot/id/statistical-geography/S01001135,S01001135,14,7,7,1,2,2,7,4,2,27,9
http://statistics.gov.scot/id/statistical-geography/S01001136,S01001136,28,29,5,35,15,17,36,10,4,10,5
http://statistics.gov.scot/id/statistical-geography/S01001137,S01001137,28,20,43,13,27,30,75,41,9,13,12
http://statistics.gov.scot/id/statistical-geography/S01001138,S01001138,40,28,36,16,20,7,4,17,30,14,3
http://statistics.gov.scot/id/statistical-geography/S01001139,S01001139,46,19,13,20,21,23,30,23,13,14,15
http://statistics.gov.scot/id/statistical-geography/S01001140,S01001140,9,21,12,23,36,32,30,14,13,11,20
http://statistics.gov.scot/id/statistical-geography/S01001141,S01001141,5,14,21,16,4,10,6,1,0,13,8
http://statistics.gov.scot/id/statistical-geography/S01001142,S01001142,15,17,14,4,13,18,30,29,18,15,16
http://statistics.gov.scot/id/statistical-geography/S01001143,S01001143,25,25,8,17,37,29,28,12,8,13,11
http://statistics.gov.scot/id/statistical-geography/S01001144,S01001144,16,4,3,3,1,13,13,0,6,15,8
http://statistics.gov.scot/id/statistical-geography/S01001145,S01001145,18,14,21,10,17,41,36,12,17,9,11
http://statistics.gov.scot/id/statistical-geography/S01001146,S01001146,42,14,20,23,59,44,30,27,8,13,3
http://statistics.gov.scot/id/statistical-geography/S01001147,S01001147,1,1,3,3,10,6,5,1,0,12,8
http://statistics.gov.scot/id/statistical-geography/S01001148,S01001148,10,5,8,26,1,8,12,15,24,14,13
http://statistics.gov.scot/id/statistical-geography/S01001149,S01001149,6,6,14,1,15,14,26,14,7,3,12
http://statistics.gov.scot/id/statistical-geography/S01001150,S01001150,6,39,10,12,20,9,2,6,9,4,0
http://statistics.gov.scot/id/statistical-geography/S01001151,S01001151,68,12,18,28,25,34,22,12,12,13,15
http://statistics.gov.scot/id/statistical-geography/S01001152,S01001152,22,35,31,29,28,43,17,6,9,26,18
http://statistics.gov.scot/id/statistical-geography/S01001153,S01001153,8,11,14,23,40,26,29,9,9,11,18
http://statistics.gov.scot/id/statistical-geography/S01001154,S01001154,50,14,9,26,21,14,49,11,14,18,3
http://statistics.gov.scot/id/statistical-geography/S01001155,S01001155,22,41,20,26,16,18,39,9,8,22,12
http://statistics.gov.scot/id/statistical-geography/S01001156,S01001156,2,3,2,1,0,1,2,4,6,4,13
http://statistics.gov.scot/id/statistical-geography/S01001157,S01001157,1,20,8,14,11,6,2,11,7,12,8
http://statistics.gov.scot/id/statistical-geography/S01001158,S01001158,18,26,27,20,25,32,28,22,11,13,16
http://statistics.gov.scot/id/statistical-geography/S01001159,S01001159,29,47,47,44,17,23,30,28,19,21,19
http://statistics.gov.scot/id/statistical-geography/S01001160,S01001160,18,11,26,28,22,14,24,3,10,15,11
http://statistics.gov.scot/id/statistical-geography/S01001161,S01001161,41,24,5,9,7,8,9,2,7,10,3
http://statistics.gov.scot/id/statistical-geography/S01001162,S01001162,24,18,15,29,22,21,15,9,11,6,2
http://statistics.gov.scot/id/statistical-geography/S01001163,S01001163,21,14,11,10,4,6,9,5,3,14,11
http://statistics.gov.scot/id/statistical-geography/S01001164,S01001164,49,17,27,25,15,16,16,26,14,9,7
http://statistics.gov.scot/id/statistical-geography/S01001165,S01001165,66,29,42,13,14,12,13,2,2,10,5
http://statistics.gov.scot/id/statistical-geography/S01001166,S01001166,30,22,9,12,6,4,4,0,3,3,4
http://statistics.gov.scot/id/statistical-geography/S01001167,S01001167,26,27,16,44,17,22,36,11,17,19,17
http://statistics.gov.scot/id/statistical-geography/S01001168,S01001168,2,4,28,7,9,8,11,1,1,0,5
http://statistics.gov.scot/id/statistical-geography/S01001169,S01001169,37,13,22,21,17,15,15,7,15,20,40
http://statistics.gov.scot/id/statistical-geography/S01001170,S01001170,7,23,10,24,7,10,24,10,21,5,46
http://statistics.gov.scot/id/statistical-geography/S01001171,S01001171,3,12,9,7,12,14,12,5,1,3,4
http://statistics.gov.scot/id/statistical-geography/S01001172,S01001172,33,29,11,5,9,11,1,15,21,10,7
http://statistics.gov.scot/id/statistical-geography/S01001173,S01001173,11,21,17,20,1,7,35,5,7,4,5
http://statistics.gov.scot/id/statistical-geography/S01001174,S01001174,32,9,1,2,1,2,32,16,9,4,7
http://statistics.gov.scot/id/statistical-geography/S01001175,S01001175,33,48,16,26,34,49,24,15,6,28,4
http://statistics.gov.scot/id/statistical-geography/S01001176,S01001176,7,11,32,3,15,16,8,11,5,2,13
http://statistics.gov.scot/id/statistical-geography/S01001177,S01001177,23,51,23,14,6,31,10,14,12,20,10
http://statistics.gov.scot/id/statistical-geography/S01001178,S01001178,32,16,35,36,37,14,33,21,31,17,15
http://statistics.gov.scot/id/statistical-geography/S01001179,S01001179,27,55,26,32,37,18,17,14,5,21,16
http://statistics.gov.scot/id/statistical-geography/S01001180,S01001180,13,29,13,16,9,7,36,8,17,7,7
http://statistics.gov.scot/id/statistical-geography/S01001181,S01001181,11,29,23,9,23,12,27,18,9,19,9
http://statistics.gov.scot/id/statistical-geography/S01001182,S01001182,31,28,5,7,1,9,30,5,6,10,11
http://statistics.gov.scot/id/statistical-geography/S01001183,S01001183,23,24,16,14,12,30,34,23,23,17,15
http://statistics.gov.scot/id/statistical-geography/S01001184,S01001184,10,11,21,7,17,10,11,6,14,29,12
http://statistics.gov.scot/id/statistical-geography/S01001185,S01001185,21,8,9,10,26,26,25,22,5,9,9
http://statistics.gov.scot/id/statistical-geography/S01001186,S01001186,4,25,18,7,1,3,24,11,10,13,16
http://statistics.gov.scot/id/statistical-geography/S01001187,S01001187,13,11,17,18,6,24,9,5,5,17,5
http://statistics.gov.scot/id/statistical-geography/S01001188,S01001188,26,25,21,7,18,11,29,7,2,10,7
http://statistics.gov.scot/id/statistical-geography/S01001189,S01001189,11,37,44,43,42,35,38,49,19,22,9
http://statistics.gov.scot/id/statistical-geography/S01001190,S01001190,3,51,37,36,10,16,28,9,11,6,6
http://statistics.gov.scot/id/statistical-geography/S01001191,S01001191,34,19,16,15,10,16,38,18,9,24,3
http://statistics.gov.scot/id/statistical-geography/S01001192,S01001192,34,46,45,43,46,28,28,11,17,14,16
http://statistics.gov.scot/id/statistical-geography/S01001193,S01001193,5,33,18,30,19,5,27,17,16,17,12
http://statistics.gov.scot/id/statistical-geography/S01001194,S01001194,14,2,5,13,22,17,17,7,9,17,15
http://statistics.gov.scot/id/statistical-geography/S01001195,S01001195,57,54,44,52,32,45,29,51,25,17,24
http://statistics.gov.scot/id/statistical-geography/S01001196,S01001196,10,26,43,31,16,24,32,26,16,22,22
http://statistics.gov.scot/id/statistical-geography/S01001197,S01001197,13,26,2,42,10,16,30,14,2,9,2
http://statistics.gov.scot/id/statistical-geography/S01001198,S01001198,13,17,34,10,13,20,23,11,9,4,7
http://statistics.gov.scot/id/statistical-geography/S01001199,S01001199,7,54,21,8,7,32,3,8,4,13,9
http://statistics.gov.scot/id/statistical-geography/S01001200,S01001200,25,15,25,29,38,31,18,35,17,24,15
http://statistics.gov.scot/id/statistical-geography/S01001201,S01001201,11,10,4,6,3,7,4,6,2,5,4
http://statistics.gov.scot/id/statistical-geography/S01001202,S01001202,7,32,46,10,9,14,11,10,7,8,5
http://statistics.gov.scot/id/statistical-geography/S01001203,S01001203,12,34,23,29,11,12,55,11,3,14,14
http://statistics.gov.scot/id/statistical-geography/S01001204,S01001204,37,6,12,36,37,25,27,12,10,9,4
http://statistics.gov.scot/id/statistical-geography/S01001205,S01001205,18,7,7,12,12,6,23,40,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01001206,S01001206,25,23,25,16,11,31,15,34,5,14,15
http://statistics.gov.scot/id/statistical-geography/S01001207,S01001207,38,24,49,32,13,6,9,20,23,8,13
http://statistics.gov.scot/id/statistical-geography/S01001208,S01001208,11,16,62,16,27,4,11,5,4,14,10
http://statistics.gov.scot/id/statistical-geography/S01001209,S01001209,3,19,16,1,6,7,6,0,0,2,3
http://statistics.gov.scot/id/statistical-geography/S01001210,S01001210,13,25,31,15,10,16,31,31,15,15,25
http://statistics.gov.scot/id/statistical-geography/S01001211,S01001211,22,18,24,32,12,35,43,28,20,23,16
http://statistics.gov.scot/id/statistical-geography/S01001212,S01001212,11,31,7,22,22,22,31,6,3,14,5
http://statistics.gov.scot/id/statistical-geography/S01001213,S01001213,13,8,2,3,10,13,2,9,6,15,20
http://statistics.gov.scot/id/statistical-geography/S01001214,S01001214,30,39,29,20,24,19,28,16,6,13,14
http://statistics.gov.scot/id/statistical-geography/S01001215,S01001215,9,33,20,6,5,16,15,27,17,19,9
http://statistics.gov.scot/id/statistical-geography/S01001216,S01001216,5,15,18,19,23,31,21,20,10,14,29
http://statistics.gov.scot/id/statistical-geography/S01001217,S01001217,10,33,62,52,37,17,27,7,25,16,19
http://statistics.gov.scot/id/statistical-geography/S01001218,S01001218,41,4,11,12,7,14,6,3,11,32,26
http://statistics.gov.scot/id/statistical-geography/S01001219,S01001219,16,13,7,9,0,5,2,12,12,5,2
http://statistics.gov.scot/id/statistical-geography/S01001220,S01001220,15,11,14,5,7,8,3,2,11,10,5
http://statistics.gov.scot/id/statistical-geography/S01001221,S01001221,13,11,18,4,9,7,10,3,3,10,15
http://statistics.gov.scot/id/statistical-geography/S01001222,S01001222,12,19,17,23,16,21,13,15,35,20,14
http://statistics.gov.scot/id/statistical-geography/S01001223,S01001223,1,23,5,0,5,11,10,22,40,6,17
http://statistics.gov.scot/id/statistical-geography/S01001224,S01001224,26,10,27,29,17,11,9,13,12,8,11
http://statistics.gov.scot/id/statistical-geography/S01001225,S01001225,35,51,31,45,38,28,19,27,15,11,13
http://statistics.gov.scot/id/statistical-geography/S01001226,S01001226,5,24,31,2,14,23,12,1,1,12,1
http://statistics.gov.scot/id/statistical-geography/S01001227,S01001227,4,4,3,13,16,6,14,7,5,7,2
http://statistics.gov.scot/id/statistical-geography/S01001228,S01001228,38,36,20,6,0,7,16,11,8,13,26
http://statistics.gov.scot/id/statistical-geography/S01001229,S01001229,46,33,19,9,14,24,13,9,10,19,14
http://statistics.gov.scot/id/statistical-geography/S01001230,S01001230,45,18,7,12,27,29,10,25,21,20,13
http://statistics.gov.scot/id/statistical-geography/S01001231,S01001231,10,13,4,10,1,5,2,2,14,17,5
http://statistics.gov.scot/id/statistical-geography/S01001232,S01001232,21,16,17,10,19,24,45,9,9,2,5
http://statistics.gov.scot/id/statistical-geography/S01001233,S01001233,14,6,14,45,31,22,10,24,15,15,10
http://statistics.gov.scot/id/statistical-geography/S01001234,S01001234,15,11,17,12,1,5,6,4,8,11,6
http://statistics.gov.scot/id/statistical-geography/S01001235,S01001235,27,15,18,8,12,13,23,9,9,1,5
http://statistics.gov.scot/id/statistical-geography/S01001236,S01001236,23,6,17,33,13,17,15,12,13,23,52
http://statistics.gov.scot/id/statistical-geography/S01001237,S01001237,0,11,27,19,11,15,5,17,4,23,18
http://statistics.gov.scot/id/statistical-geography/S01001238,S01001238,12,13,25,29,13,21,20,6,9,5,13
http://statistics.gov.scot/id/statistical-geography/S01001239,S01001239,20,21,22,6,8,13,7,5,9,7,11
http://statistics.gov.scot/id/statistical-geography/S01001240,S01001240,22,31,19,17,13,12,64,4,6,21,18
http://statistics.gov.scot/id/statistical-geography/S01001241,S01001241,41,23,19,27,15,13,9,18,13,10,12
http://statistics.gov.scot/id/statistical-geography/S01001242,S01001242,3,8,13,2,30,6,6,3,9,6,2
http://statistics.gov.scot/id/statistical-geography/S01001243,S01001243,21,18,31,18,12,11,5,9,11,6,9
http://statistics.gov.scot/id/statistical-geography/S01001244,S01001244,1,12,27,35,31,33,24,8,0,3,16
http://statistics.gov.scot/id/statistical-geography/S01001245,S01001245,7,4,27,19,11,16,8,2,15,1,15
http://statistics.gov.scot/id/statistical-geography/S01001246,S01001246,20,39,25,39,22,15,27,27,17,13,9
http://statistics.gov.scot/id/statistical-geography/S01001247,S01001247,4,4,15,9,0,6,18,6,11,18,6
http://statistics.gov.scot/id/statistical-geography/S01001248,S01001248,6,22,33,18,18,19,11,13,6,3,2
http://statistics.gov.scot/id/statistical-geography/S01001249,S01001249,42,32,25,21,19,29,16,11,2,7,8
http://statistics.gov.scot/id/statistical-geography/S01001250,S01001250,6,16,31,37,37,28,28,11,18,20,14
http://statistics.gov.scot/id/statistical-geography/S01001251,S01001251,9,23,29,34,9,23,10,6,7,3,5
http://statistics.gov.scot/id/statistical-geography/S01001252,S01001252,10,16,9,7,4,7,14,8,7,2,2
http://statistics.gov.scot/id/statistical-geography/S01001253,S01001253,21,3,3,0,8,7,1,2,4,3,0
http://statistics.gov.scot/id/statistical-geography/S01001254,S01001254,21,14,3,3,3,7,9,5,13,12,1
http://statistics.gov.scot/id/statistical-geography/S01001255,S01001255,19,10,28,51,18,33,16,16,7,4,6
http://statistics.gov.scot/id/statistical-geography/S01001256,S01001256,13,17,16,7,18,14,7,9,8,4,9
http://statistics.gov.scot/id/statistical-geography/S01001257,S01001257,2,14,24,16,26,22,10,19,12,5,6
http://statistics.gov.scot/id/statistical-geography/S01001258,S01001258,0,3,6,1,10,10,23,8,23,7,4
http://statistics.gov.scot/id/statistical-geography/S01001259,S01001259,6,13,8,43,29,15,13,11,9,16,6
http://statistics.gov.scot/id/statistical-geography/S01001260,S01001260,12,17,2,2,7,4,12,5,4,1,3
http://statistics.gov.scot/id/statistical-geography/S01001261,S01001261,23,18,20,12,13,16,27,22,8,5,2
http://statistics.gov.scot/id/statistical-geography/S01001262,S01001262,11,56,37,19,23,10,43,10,9,19,6
http://statistics.gov.scot/id/statistical-geography/S01001263,S01001263,15,19,29,41,13,6,25,23,14,10,5
http://statistics.gov.scot/id/statistical-geography/S01001264,S01001264,10,3,11,37,2,2,6,6,15,14,13
http://statistics.gov.scot/id/statistical-geography/S01001265,S01001265,5,45,8,20,24,18,10,0,0,1,8
http://statistics.gov.scot/id/statistical-geography/S01001266,S01001266,4,3,15,1,14,9,16,9,10,9,14
http://statistics.gov.scot/id/statistical-geography/S01001267,S01001267,32,38,26,10,26,34,9,8,3,28,15
http://statistics.gov.scot/id/statistical-geography/S01001268,S01001268,18,9,25,16,26,34,27,6,18,8,6
http://statistics.gov.scot/id/statistical-geography/S01001269,S01001269,11,1,18,36,12,12,36,26,9,8,18
http://statistics.gov.scot/id/statistical-geography/S01001270,S01001270,36,44,51,7,4,30,29,34,24,16,7
http://statistics.gov.scot/id/statistical-geography/S01001271,S01001271,105,30,44,28,16,18,11,9,9,8,16
http://statistics.gov.scot/id/statistical-geography/S01001272,S01001272,13,29,52,32,33,15,29,30,24,12,14
http://statistics.gov.scot/id/statistical-geography/S01001273,S01001273,21,24,21,23,44,23,57,72,45,43,73
http://statistics.gov.scot/id/statistical-geography/S01001274,S01001274,3,17,16,27,12,32,40,35,67,34,20
http://statistics.gov.scot/id/statistical-geography/S01001275,S01001275,10,40,8,51,12,47,36,37,18,20,18
http://statistics.gov.scot/id/statistical-geography/S01001276,S01001276,21,7,5,30,15,29,11,22,6,24,33
http://statistics.gov.scot/id/statistical-geography/S01001277,S01001277,47,31,8,15,12,13,60,18,23,63,81
http://statistics.gov.scot/id/statistical-geography/S01001278,S01001278,22,13,37,24,22,63,56,58,30,40,23
http://statistics.gov.scot/id/statistical-geography/S01001279,S01001279,7,17,29,50,14,16,19,12,33,7,16
http://statistics.gov.scot/id/statistical-geography/S01001280,S01001280,24,38,3,18,12,24,15,31,21,14,15
http://statistics.gov.scot/id/statistical-geography/S01001281,S01001281,36,42,11,24,24,53,25,8,48,19,28
http://statistics.gov.scot/id/statistical-geography/S01001282,S01001282,64,42,44,73,60,37,40,43,49,72,49
http://statistics.gov.scot/id/statistical-geography/S01001283,S01001283,40,47,34,39,56,23,21,28,16,38,45
http://statistics.gov.scot/id/statistical-geography/S01001284,S01001284,2,37,45,56,23,29,37,25,28,19,24
http://statistics.gov.scot/id/statistical-geography/S01001285,S01001285,27,14,42,45,49,44,49,16,0,9,2
http://statistics.gov.scot/id/statistical-geography/S01001286,S01001286,13,21,14,16,43,9,52,34,11,74,18
http://statistics.gov.scot/id/statistical-geography/S01001287,S01001287,16,8,21,24,46,29,26,12,15,15,12
http://statistics.gov.scot/id/statistical-geography/S01001288,S01001288,35,55,9,14,27,37,78,29,44,41,18
http://statistics.gov.scot/id/statistical-geography/S01001289,S01001289,5,8,48,21,26,18,5,27,24,19,19
http://statistics.gov.scot/id/statistical-geography/S01001290,S01001290,16,23,22,17,16,4,28,16,8,11,12
http://statistics.gov.scot/id/statistical-geography/S01001291,S01001291,8,17,9,21,12,16,13,12,13,24,40
http://statistics.gov.scot/id/statistical-geography/S01001292,S01001292,3,17,19,49,40,16,34,21,23,6,20
http://statistics.gov.scot/id/statistical-geography/S01001293,S01001293,38,55,17,47,51,26,54,27,24,51,54
http://statistics.gov.scot/id/statistical-geography/S01001294,S01001294,26,35,13,17,23,15,5,4,20,23,18
http://statistics.gov.scot/id/statistical-geography/S01001295,S01001295,43,39,58,40,23,15,12,29,25,56,27
http://statistics.gov.scot/id/statistical-geography/S01001296,S01001296,42,21,74,68,23,47,30,27,51,36,14
http://statistics.gov.scot/id/statistical-geography/S01001297,S01001297,11,18,15,23,27,18,20,23,29,24,48
http://statistics.gov.scot/id/statistical-geography/S01001298,S01001298,60,32,27,33,10,35,27,12,10,22,6
http://statistics.gov.scot/id/statistical-geography/S01001299,S01001299,20,4,10,16,13,52,56,61,37,28,17
http://statistics.gov.scot/id/statistical-geography/S01001300,S01001300,39,37,40,58,29,35,40,22,19,34,54
http://statistics.gov.scot/id/statistical-geography/S01001301,S01001301,7,20,10,14,13,3,13,17,22,15,12
http://statistics.gov.scot/id/statistical-geography/S01001302,S01001302,5,21,13,14,10,28,51,42,29,55,10
http://statistics.gov.scot/id/statistical-geography/S01001303,S01001303,5,6,15,34,45,30,22,26,9,3,8
http://statistics.gov.scot/id/statistical-geography/S01001304,S01001304,7,22,5,51,14,47,41,21,27,30,14
http://statistics.gov.scot/id/statistical-geography/S01001305,S01001305,5,11,25,34,40,22,9,27,44,26,26
http://statistics.gov.scot/id/statistical-geography/S01001306,S01001306,24,10,20,52,39,14,27,23,17,30,20
http://statistics.gov.scot/id/statistical-geography/S01001307,S01001307,56,36,68,76,74,71,82,67,25,68,20
http://statistics.gov.scot/id/statistical-geography/S01001308,S01001308,25,34,26,36,24,15,34,35,17,38,21
http://statistics.gov.scot/id/statistical-geography/S01001309,S01001309,3,3,17,15,9,16,16,46,29,18,5
http://statistics.gov.scot/id/statistical-geography/S01001310,S01001310,22,15,4,26,50,32,38,24,21,17,29
http://statistics.gov.scot/id/statistical-geography/S01001311,S01001311,14,5,15,10,19,21,13,3,6,8,37
http://statistics.gov.scot/id/statistical-geography/S01001312,S01001312,23,16,15,5,6,39,55,39,5,9,36
http://statistics.gov.scot/id/statistical-geography/S01001313,S01001313,21,46,9,14,27,31,14,19,33,42,33
http://statistics.gov.scot/id/statistical-geography/S01001314,S01001314,44,22,18,25,8,23,6,4,7,30,26
http://statistics.gov.scot/id/statistical-geography/S01001315,S01001315,25,5,26,29,44,34,39,17,35,39,28
http://statistics.gov.scot/id/statistical-geography/S01001316,S01001316,23,19,17,17,14,34,7,16,25,21,27
http://statistics.gov.scot/id/statistical-geography/S01001317,S01001317,32,70,75,87,66,39,37,44,63,28,45
http://statistics.gov.scot/id/statistical-geography/S01001318,S01001318,24,10,12,7,4,19,39,33,29,31,16
http://statistics.gov.scot/id/statistical-geography/S01001319,S01001319,26,35,57,27,13,12,37,42,23,33,31
http://statistics.gov.scot/id/statistical-geography/S01001320,S01001320,29,10,40,28,43,41,28,21,40,10,22
http://statistics.gov.scot/id/statistical-geography/S01001321,S01001321,14,9,20,17,27,16,12,33,27,37,16
http://statistics.gov.scot/id/statistical-geography/S01001322,S01001322,34,48,48,24,61,99,49,35,15,27,26
http://statistics.gov.scot/id/statistical-geography/S01001323,S01001323,1,14,8,2,3,10,1,6,24,15,20
http://statistics.gov.scot/id/statistical-geography/S01001324,S01001324,17,17,5,12,16,23,43,31,25,33,13
http://statistics.gov.scot/id/statistical-geography/S01001325,S01001325,18,20,31,19,63,41,16,23,5,43,13
http://statistics.gov.scot/id/statistical-geography/S01001326,S01001326,67,57,59,48,24,57,32,45,32,21,16
http://statistics.gov.scot/id/statistical-geography/S01001327,S01001327,30,52,44,30,33,26,54,9,20,19,25
http://statistics.gov.scot/id/statistical-geography/S01001328,S01001328,8,6,8,32,26,28,22,32,11,66,42
http://statistics.gov.scot/id/statistical-geography/S01001329,S01001329,8,18,50,65,49,54,33,19,8,34,31
http://statistics.gov.scot/id/statistical-geography/S01001330,S01001330,20,23,23,60,61,41,38,43,19,40,23
http://statistics.gov.scot/id/statistical-geography/S01001331,S01001331,14,28,25,46,50,20,36,40,18,23,33
http://statistics.gov.scot/id/statistical-geography/S01001332,S01001332,17,30,25,49,55,31,42,22,28,25,28
http://statistics.gov.scot/id/statistical-geography/S01001333,S01001333,25,25,15,6,62,41,52,39,10,27,18
http://statistics.gov.scot/id/statistical-geography/S01001334,S01001334,15,39,32,37,31,26,14,21,11,19,39
http://statistics.gov.scot/id/statistical-geography/S01001335,S01001335,27,20,27,22,50,23,19,37,66,28,69
http://statistics.gov.scot/id/statistical-geography/S01001336,S01001336,8,18,27,12,12,6,20,9,12,23,10
http://statistics.gov.scot/id/statistical-geography/S01001337,S01001337,39,16,8,37,39,24,24,45,28,30,34
http://statistics.gov.scot/id/statistical-geography/S01001338,S01001338,0,11,25,23,3,13,23,39,27,13,12
http://statistics.gov.scot/id/statistical-geography/S01001339,S01001339,13,34,27,66,58,26,20,39,14,19,26
http://statistics.gov.scot/id/statistical-geography/S01001340,S01001340,21,61,42,82,25,26,26,55,42,11,24
http://statistics.gov.scot/id/statistical-geography/S01001341,S01001341,4,30,28,11,19,36,20,13,28,20,19
http://statistics.gov.scot/id/statistical-geography/S01001342,S01001342,112,32,24,68,36,12,32,25,41,17,43
http://statistics.gov.scot/id/statistical-geography/S01001343,S01001343,32,49,29,18,52,50,15,26,72,27,12
http://statistics.gov.scot/id/statistical-geography/S01001344,S01001344,5,21,30,21,3,8,32,12,40,10,5
http://statistics.gov.scot/id/statistical-geography/S01001345,S01001345,17,61,50,17,34,60,50,58,9,57,54
http://statistics.gov.scot/id/statistical-geography/S01001346,S01001346,21,60,49,16,55,17,49,22,2,28,38
http://statistics.gov.scot/id/statistical-geography/S01001347,S01001347,39,23,15,31,42,18,38,29,39,19,40
http://statistics.gov.scot/id/statistical-geography/S01001348,S01001348,27,22,20,10,48,37,30,24,14,6,31
http://statistics.gov.scot/id/statistical-geography/S01001349,S01001349,16,3,15,30,36,60,36,38,43,49,78
http://statistics.gov.scot/id/statistical-geography/S01001350,S01001350,15,8,17,17,42,24,12,16,12,14,10
http://statistics.gov.scot/id/statistical-geography/S01001351,S01001351,11,2,10,1,4,43,28,28,44,3,1
http://statistics.gov.scot/id/statistical-geography/S01001352,S01001352,38,31,23,13,10,20,33,21,41,33,29
http://statistics.gov.scot/id/statistical-geography/S01001353,S01001353,5,3,0,1,0,21,37,31,7,20,27
http://statistics.gov.scot/id/statistical-geography/S01001354,S01001354,20,41,58,68,51,18,5,63,31,27,31
http://statistics.gov.scot/id/statistical-geography/S01001355,S01001355,18,15,30,9,3,31,42,25,37,30,39
http://statistics.gov.scot/id/statistical-geography/S01001356,S01001356,28,7,29,8,22,55,40,50,22,54,32
http://statistics.gov.scot/id/statistical-geography/S01001357,S01001357,20,40,25,21,16,46,48,41,41,24,42
http://statistics.gov.scot/id/statistical-geography/S01001358,S01001358,19,33,71,17,15,24,24,7,25,34,42
http://statistics.gov.scot/id/statistical-geography/S01001359,S01001359,32,8,6,19,16,56,29,12,5,23,26
http://statistics.gov.scot/id/statistical-geography/S01001360,S01001360,22,11,13,24,21,22,5,11,35,26,47
http://statistics.gov.scot/id/statistical-geography/S01001361,S01001361,21,7,5,1,11,7,26,13,26,26,16
