FeatureCode,DateCode,Measurement,Units,Value,Type Of Tenure,Household Type,Age,Gender,Limiting Long-term Physical or Mental Health Condition
S12000047,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,All,Female,All
S12000041,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.76,All,All,All,Male,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.87,All,All,All,Female,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.72,All,All,All,Male,All
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.56,All,All,35-64 years,All,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.43,All,All,All,Male,All
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.44,All,All,All,Male,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.42,All,All,16-34 years,All,All
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.2,All,All,65 years and over,All,All
S12000006,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.25,All,All,65 years and over,All,All
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.6,All,All,16-34 years,All,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.17,All,All,35-64 years,All,All
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,All,Female,All
S12000030,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.17,All,All,All,Male,All
S12000033,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,All,All,Female,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,All,Female,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.66,All,All,All,Male,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.69,All,All,All,Female,All
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,All,Female,All
S12000030,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,All,All,All,Female,All
S12000033,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.01,All,All,All,Male,All
S08000024,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.35,All,All,All,All,All
S08000015,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.68,Owned Outright,All,All,All,All
S08000022,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.1,All,All,All,All,All
S08000015,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.76,Owned Mortgage/Loan,All,All,All,All
S92000003,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.31,All,All,All,All,All
S08000025,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,29.19,All,All,65 years and over,All,All
S08000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.34,All,All,All,All,All
S08000025,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.94,All,All,65 years and over,All,All
S08000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.47,All,All,All,All,All
S08000025,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,All,All,All,All
S08000029,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.23,All,All,65 years and over,All,All
S08000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.46,All,All,All,All,All
S08000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.39,All,All,65 years and over,All,All
S08000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,All,All
S08000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.06,All,All,All,All,All
S08000030,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.21,All,All,All,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.48,All,All,65 years and over,All,All
S08000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.45,All,All,All,All,All
S08000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.73,All,All,65 years and over,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.21,All,All,65 years and over,All,All
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.34,All,All,65 years and over,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.92,All,All,65 years and over,All,All
S08000028,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.19,All,All,65 years and over,All,All
S12000047,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.39,All,All,65 years and over,All,All
S08000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,65 years and over,All,All
S08000028,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.84,All,All,65 years and over,All,All
S12000047,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.29,All,All,65 years and over,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,All,65 years and over,All,All
S08000026,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.33,All,All,65 years and over,All,All
S08000028,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.4,All,All,65 years and over,All,All
S08000022,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.07,All,All,65 years and over,All,All
S08000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.24,All,All,65 years and over,All,All
S08000022,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.65,All,All,65 years and over,All,All
S08000026,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.24,All,All,65 years and over,All,All
S08000025,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.7,All,All,65 years and over,All,All
S08000024,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,All,65 years and over,All,All
S12000048,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.18,All,All,65 years and over,All,All
S08000024,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.61,All,All,65 years and over,All,All
S08000024,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.2,All,All,65 years and over,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.94,All,All,16-34 years,All,All
S12000033,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.49,All,All,65 years and over,All,All
S12000034,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.27,All,All,35-64 years,All,All
S12000034,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.48,All,All,16-34 years,All,All
S12000033,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,All,35-64 years,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.3,All,All,16-34 years,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.25,All,All,65 years and over,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.87,All,All,35-64 years,All,All
S12000034,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.97,All,All,65 years and over,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.58,All,All,16-34 years,All,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,65 years and over,All,All
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.13,All,All,35-64 years,All,All
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.57,All,All,16-34 years,All,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.31,All,All,35-64 years,All,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26,All,All,16-34 years,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.81,All,All,16-34 years,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.62,All,All,65 years and over,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.31,All,All,35-64 years,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.95,All,All,65 years and over,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.39,All,All,35-64 years,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.73,All,All,35-64 years,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.24,All,All,16-34 years,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.15,All,All,65 years and over,All,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.82,All,All,16-34 years,All,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.37,All,All,35-64 years,All,All
S08000016,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,All,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.13,All,All,65 years and over,All,All
S08000015,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.99,All,All,All,All,All
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.61,All,All,16-34 years,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.58,All,All,35-64 years,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,All,All,35-64 years,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.15,All,All,16-34 years,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,65 years and over,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.44,All,All,65 years and over,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.48,All,All,35-64 years,All,All
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,All,All,35-64 years,All,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.43,All,All,65 years and over,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.28,All,All,16-34 years,All,All
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.67,All,All,65 years and over,All,All
S12000005,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.64,Owned Outright,All,All,All,All
S12000005,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.59,Rented,All,All,All,All
S12000005,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.6,Owned Mortgage/Loan,All,All,All,All
S12000048,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.19,All,All,All,All,All
S12000047,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.45,All,All,All,All,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.04,Owned Mortgage/Loan,All,All,All,All
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.28,Owned Outright,All,All,All,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.55,Rented,All,All,All,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,Owned Outright,All,All,All,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.36,Rented,All,All,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.03,Owned Mortgage/Loan,All,All,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,Owned Outright,All,All,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.67,Rented,All,All,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,Owned Outright,All,All,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.65,Rented,All,All,All,All
S12000006,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,Rented,All,All,All,All
S12000008,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.92,Owned Mortgage/Loan,All,All,All,All
S12000008,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.01,Owned Outright,All,All,All,All
S12000006,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.4,Owned Mortgage/Loan,All,All,All,All
S12000006,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,Owned Outright,All,All,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,Owned Mortgage/Loan,All,All,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.49,Owned Outright,All,All,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.84,Rented,All,All,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.29,Rented,All,All,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.53,Owned Mortgage/Loan,All,All,All,All
S12000042,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.67,Rented,All,All,All,All
S12000041,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.63,Owned Mortgage/Loan,All,All,All,All
S12000042,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.42,Owned Outright,All,All,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.62,Owned Outright,All,All,All,All
S12000041,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.51,Rented,All,All,All,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.09,Owned Mortgage/Loan,All,All,All,All
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,Owned Outright,All,All,All,All
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.74,Rented,All,All,All,All
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.27,Owned Mortgage/Loan,All,All,All,All
S12000008,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.03,Rented,All,All,All,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.5,Owned Outright,All,All,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.43,Rented,All,All,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.52,Owned Mortgage/Loan,All,All,All,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.3,Owned Outright,All,All,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.06,Owned Outright,All,All,All,All
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.6,All,With Children,All,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.06,All,Pensioners,All,All,All
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.14,All,Adults,All,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.79,All,Adults,All,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.19,All,With Children,All,All,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.59,All,Pensioners,All,All,All
S12000030,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.75,All,Adults,All,All,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.79,All,Adults,All,All,All
S12000030,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.49,All,With Children,All,All,All
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.09,All,Pensioners,All,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.62,All,Pensioners,All,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.07,All,Adults,All,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.2,All,With Children,All,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,With Children,All,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,Pensioners,All,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,Adults,All,All,All
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.41,All,With Children,All,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,Pensioners,All,All,All
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.67,All,Pensioners,All,All,All
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.4,All,Adults,All,All,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,Owned Outright,All,All,All,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.48,Rented,All,All,All,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.85,Owned Mortgage/Loan,All,All,All,All
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.79,Rented,All,All,All,All
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,Owned Mortgage/Loan,All,All,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.17,Owned Outright,All,All,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.06,Rented,All,All,All,All
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.24,Owned Mortgage/Loan,All,All,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.17,Rented,All,All,All,All
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.71,Owned Mortgage/Loan,All,All,All,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.5,All,With Children,All,All,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.76,All,Adults,All,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.75,Owned Mortgage/Loan,All,All,All,All
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.12,All,With Children,All,All,All
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,Pensioners,All,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.27,Rented,All,All,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.34,Owned Outright,All,All,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.31,Owned Outright,All,All,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,Owned Mortgage/Loan,All,All,All,All
S12000040,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,All,65 years and over,All,All
S12000040,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,35-64 years,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.96,All,All,35-64 years,All,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.91,All,All,65 years and over,All,All
S12000041,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.06,All,All,16-34 years,All,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26,All,All,16-34 years,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.44,All,All,65 years and over,All,All
S12000045,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.63,All,All,65 years and over,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,16-34 years,All,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.91,All,All,35-64 years,All,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.06,All,All,All,Female,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.79,All,All,All,Male,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,All,All,All,Male,All
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.91,All,All,All,Male,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,All,All,Male,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.92,All,All,All,Male,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.45,All,All,All,Female,All
S12000040,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.74,All,All,16-34 years,All,All
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.4,All,All,All,Female,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.45,All,All,All,Female,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.63,All,All,All,Female,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.56,All,All,All,Female,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.19,All,All,All,Female,All
S12000042,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.02,All,All,65 years and over,All,All
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,All,Male,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.46,All,All,All,Male,All
S12000034,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.65,All,All,All,Male,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.45,All,All,All,Male,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.01,All,All,All,Male,All
